"","kpc_control_1","kpc_control_2","kpc_control_3","kpc_knockdown_1","kpc_knockdown_2","kpc_knockdown_3"
"Akr7a5",99.0005174725049,78.042249685869,81.0465709524885,81.4235000581801,73.9408909972469,59.3967759723435
"Mrto4",116.522732954364,108.74739710326,113.549622844893,79.6405037065411,62.4389746198974,72.8089511919049
"Emc1",54.7569233808102,51.8149362668474,32.5030518924042,33.2825985639276,36.9704454986234,26.8243504391229
"Ubr4",196.248813396824,170.157691938042,127.479502227352,140.262379662266,147.881781994494,165.736165213152
"Iffo2",78.8499696683667,90.1963705385863,88.2225694222401,76.0745110032632,78.8702837303967,70.892926160539
"Aldh4a1",13.1416616113945,14.7128831374999,12.6635267113263,13.0753065786859,19.7175709325992,26.8243504391229
"Arhgef10l",19.7124924170917,15.9922642798912,14.3519969395032,17.2356313991768,19.7175709325992,19.1602503136592
"Rcc2",325.475152575536,307.051474173911,300.547700615478,273.98710603519,248.934333024064,277.823629548058
"Sdhb",381.108186730439,345.43290844565,364.287451729154,415.438149931882,451.039435083206,403.323269102526
"Atp13a2",86.2969112481569,104.909253676086,85.2677465229306,95.093138754079,77.2271528193467,103.46535169376
"Mfap2",52.5666464455778,42.2195776989127,35.0357572346695,49.3295657286785,46.829230964923,59.3967759723435
"Crocc",15.3319385466269,16.6319548510868,13.0856442683705,19.0186277508158,19.7175709325992,9.5801251568296
"Necap2",113.456345245039,79.3216308282603,78.9359831672674,87.36682123031,66.5468018975222,60.3547884880265
"Szrd1",215.961305813916,155.444808800542,146.896909851385,142.045376013905,132.272038339519,178.190327917031
"Fbxo42",43.8055387046482,33.9036002733693,40.5232854762442,33.2825985639276,34.5057491320485,22.0342878607081
"Arhgef19",25.4072124486959,25.5876228478259,22.7943480803874,19.6129598680288,13.1450472883994,24.908325407757
"Gm13056",7.44694157979019,10.2350491391304,6.33176335566316,8.32064964098191,15.6097436549743,8.62211264114664
"Epha2",46.4338710269271,32.624219130978,43.0559908185095,32.6882664467146,37.7920109541484,33.5304380489036
"Hspb7",34.1683201896256,41.5798871277171,28.7039938790063,49.3295657286785,62.4389746198974,39.2785131430013
"Zbtb17",24.9691570616495,15.9922642798912,22.3722305233432,30.9052700950757,23.825398210224,35.4464630802695
"Spen",131.416616113945,156.724189942934,155.33926099227,146.800032951609,118.305425595595,148.491939930859
"B330016D10Rik",21.9027693523241,21.1097888494564,17.7289373958569,19.6129598680288,24.646963665749,10.5381376725126
"Fblim1",152.881330079222,191.267480787499,133.811265583015,215.742558548317,222.644238447266,220.342878607081
"Plekhm2",81.9163573776921,65.8881288331517,70.071514469339,86.1781569958841,70.654629175147,68.0188886134901
"Dnajc16",24.9691570616495,21.749479420652,20.2616427381221,22.5846204540938,14.7881781994494,11.4961501881955
"Casp9",14.8938831595804,13.4335019951086,15.1962320535916,13.6696386958989,13.9666127439244,15.3282002509274
"Efhd2",62.6419203476469,77.4025591146733,61.2070457714106,51.7068941975304,64.0821055309473,77.5990137703197
"Prdm2",48.186092575113,47.3371022684779,43.9002259325979,48.7352336114655,45.1861000538731,49.8166508155139
"Pdpn",235.673798231007,192.54686192989,162.937377019065,116.489094973747,111.732901951395,171.48424030725
"Pramel12",1.75222154818593,5.11752456956518,7.17599846975158,8.32064964098191,5.75095818867476,9.5801251568296
"Vps13d",14.8938831595804,25.5876228478259,18.9952900669895,38.6315876188446,23.825398210224,22.0342878607081
"Dhrs3",136.235225371456,120.261827384782,164.625847247242,273.98710603519,256.328422123789,292.193817283303
"Tnfrsf1b",42.4913725435087,27.5066945614128,38.4126976910232,32.6882664467146,41.0782727762483,38.3205006273184
"Gm42346",5.69472003160426,10.2350491391304,4.64329312748632,2.97166058606497,6.57252364419972,13.4121752195614
"Gm13226",267.213786098354,255.876228478259,235.119479273625,306.081040364692,304.800783999762,326.682267847889
"Gm13232",59.5755326383215,55.0133891228257,75.5590427109137,60.0275438385123,84.6212419190714,57.4807509409776
"Gm13167",64.3941418958328,71.0056534027168,94.9764503349474,64.1878686590033,86.2643728301213,61.3128010037094
"Gm13166",12.2655508373015,9.59535856793471,6.33176335566316,16.0469671647508,16.4313091104993,16.2862127666103
"Gm54269",6.57083080569723,1.91907171358694,10.9750564831495,8.9149817581949,11.5019163773495,17.2442252822933
"Gm13237",80.6021912165527,67.167509975543,102.574566361743,73.6971825344112,101.052551029571,89.0951639585153
"Zfp993",10.951384676162,8.31597742554341,6.75388091270737,14.8583029303248,14.7881781994494,13.4121752195614
"Gm20875",78.4119142813203,64.6087476907604,101.308213690611,71.9141861827722,101.052551029571,75.6829887389538
"Gm13160",44.6816494787412,40.3005059853258,66.2724564559411,50.5182299631044,75.5840219082968,48.858638299831
"Zfp991",16.2080493207198,12.1541208527173,9.28658625497264,19.0186277508158,14.7881781994494,16.2862127666103
"Miip",38.1108186730439,34.543290844565,31.2366992212716,56.4615511352344,36.1488800430985,42.1525506900502
"Mfn2",21.4647139652776,27.5066945614128,34.6136396776253,27.9336095090107,32.8626182209986,31.6144130175377
"Plod1",173.03187788336,171.437073080433,157.871966334535,159.281007413082,158.562132916318,152.323989993591
"2510039O18Rik",44.6816494787412,31.3448379885867,45.1665786037306,59.4332117212994,54.2233200646477,51.7326758468798
"Clcn6",22.7788801264171,25.5876228478259,37.1463450198905,33.8769306811406,28.7547909433738,22.0342878607081
"Mthfr",32.8541540284861,30.0654568461954,35.0357572346695,29.1222737434367,24.646963665749,31.6144130175377
"Agtrap",131.416616113945,104.909253676086,93.7100976638148,112.328770153256,122.41325287322,100.591314146711
"Mad2l2",111.704123696853,127.298423667934,113.549622844893,92.715810285227,100.230985574046,105.381376725126
"Fbxo6",139.301613080781,94.0345139657601,99.6197434624337,123.621080380303,112.55446740692,98.6752891153449
"Fbxo44",42.4913725435087,45.418030554891,35.0357572346695,62.9992044245773,45.1861000538731,45.0265882370991
"Fbxo2",45.9958156398806,44.1386494124997,39.2569328051116,48.7352336114655,29.5763563988987,44.0685757214161
"Ubiad1",23.65499090051,21.749479420652,17.3068198388126,11.2923102270469,11.5019163773495,20.1182628293422
"Mtor",55.1949787678567,71.6453439739125,67.1166915700295,64.1878686590033,60.7958437088474,64.1868385507583
"Exosc10",170.403545561081,143.290687947825,124.946796885086,169.384653405703,142.952389261344,123.583614523102
"Srm",387.24096214909,301.29425903315,332.628634950838,285.279416262237,258.793118490364,365.960780990891
"Tardbp",114.770511406178,118.98244624239,145.630557180253,130.158733669646,141.309258350294,148.491939930859
"Gm13203",10.0752739020691,7.67628685434777,4.64329312748632,7.72631752376892,5.75095818867476,9.5801251568296
"Pex14",80.1641358295062,75.4834874010864,84.0013938517979,58.8388796040864,63.2605400754223,63.2288260350753
"Dffa",7.44694157979019,10.2350491391304,5.90964579861895,8.32064964098191,9.03722001077462,3.83205006273184
"Cenps",53.0047018326243,51.8149362668474,42.2117557044211,33.2825985639276,25.4685291212739,32.5724255332206
"Pgd",398.630402212298,385.09372385978,234.275244159537,244.864832291753,214.428583892016,245.251204014838
"Kif1b",21.0266585782311,20.4700982782607,29.970346550139,32.0939343295016,39.4351418651983,25.8663379234399
"Ube4b",118.27495450255,96.5932762505427,87.8004518651958,89.744149699162,76.4055873638218,65.1448510664413
"Nmnat1",26.2833232227889,27.5066945614128,21.950112966299,14.8583029303248,19.7175709325992,23.950312892074
"Lzic",12.2655508373015,16.6319548510868,16.04046716768,11.8866423442599,13.9666127439244,18.2022377979762
"Ctnnbip1",17.0841600948128,19.1907171358694,20.6837602951663,16.6412992819638,12.3234818328745,22.0342878607081
"Clstn1",167.337157851756,166.319548510868,132.967030468926,152.743354123739,151.168043816594,171.48424030725
"Pik3cd",17.5222154818593,15.9922642798912,9.70870381201685,11.8866423442599,9.03722001077462,12.4541627038785
"Tmem201",72.2791388626695,51.1752456956518,53.1868121875706,64.7822007762163,55.8664509756976,51.7326758468798
"Slc25a33",32.4160986414397,39.0211248429345,43.9002259325979,36.2542591499926,40.2567073207233,37.3624881116354
"Spsb1",38.5488740600904,48.6164834108692,47.2771663889516,35.6599270327796,24.646963665749,30.6564005018547
"H6pd",191.868259526359,152.246355944564,155.33926099227,199.101259266353,193.067882048367,178.190327917031
"Eno1",1710.16823102947,1324.79917294619,1035.45436742945,807.697347292458,755.840219082968,852.631138957834
"Rere",95.4960743761331,108.107706532064,120.3035037576,168.79032128849,165.956222016043,151.365977477908
"LOC118568708",5.69472003160426,10.874739710326,5.06541068453053,8.9149817581949,9.85878546629958,1.91602503136592
"Rps15a-ps3",21.4647139652776,15.9922642798912,7.17599846975158,23.1789525713067,27.9332254878488,33.5304380489036
"Errfi1",51.2524802844384,30.7051474173911,94.9764503349474,79.0461715893281,118.305425595595,69.9349136448561
"Park7",297.001552417515,305.772093031519,205.993367837575,264.477792159782,265.365642134564,205.014678356153
"Tnfrsf9",138.863557693735,118.342755671195,79.7802182813558,49.9238978458915,46.829230964923,46.942613268465
"Vamp3",49.5002587362524,40.9401965565214,46.4329312748632,39.2259197360576,61.6174091643724,50.7746633311969
"Camta1",24.531101674603,29.4257662749998,29.970346550139,33.2825985639276,18.8960054770742,20.1182628293422
"Dnajc11",68.3366403792512,57.5721514076083,46.8550488319074,59.4332117212994,44.3645345983481,45.0265882370991
"Thap3",31.9780432543932,46.6974116972822,26.1712885367411,49.3295657286785,50.9370582425478,40.2365256586843
"Phf13",87.1730220222499,85.7185365402167,84.8456289658864,90.338481816375,59.1527127977975,91.0111889898812
"Klhl21",58.6994218642286,61.4102948347821,59.0964579861895,54.0842226663824,39.4351418651983,45.0265882370991
"Zbtb48",55.1949787678567,39.0211248429345,52.7646946305263,39.2259197360576,35.3273145875735,57.4807509409776
"Nol9",35.0444309637185,43.498958841304,47.2771663889516,35.6599270327796,36.9704454986234,28.7403754704888
"Plekhg5",67.8985849922047,67.167509975543,73.4484549256927,66.5651971278553,54.2233200646477,58.4387634566605
"Tnfrsf25",11.3894400632085,10.2350491391304,10.9750564831495,7.13198540655592,5.75095818867476,4.7900625784148
"Acot7",118.713009889597,81.8803931130428,58.6743404291453,66.5651971278553,52.5801891535978,65.1448510664413
"Gpr153",24.531101674603,17.9113359934781,18.1510549529011,19.6129598680288,12.3234818328745,12.4541627038785
"Icmt",38.5488740600904,35.1829814157606,32.5030518924042,23.7732846885197,33.6841836765236,28.7403754704888
"Rpl22",908.96492812145,846.950316263037,801.179123269912,873.6682123031,919.331744732436,928.314127696788
"Kcnab2",37.6727632859974,34.543290844565,21.5279954092547,31.4996022122887,13.1450472883994,24.908325407757
"Nphp4",10.0752739020691,8.31597742554341,15.1962320535916,9.5093138754079,9.03722001077462,13.4121752195614
"A430005L14Rik",36.358597124858,34.543290844565,36.3021099058021,26.7449452745847,42.7214036872982,27.7823629548058
"Cep104",39.4249848341834,42.8592682701084,37.5684625769348,34.4712627983536,27.1116600323239,34.4884505645866
"Smim1",43.3674833176017,31.9845285597824,21.950112966299,21.3959562196678,25.4685291212739,37.3624881116354
"Wrap73",57.3852557030891,56.9324608364126,55.2973999727916,43.9805766737615,45.1861000538731,36.4044755959525
"Tprg1l",80.6021912165527,86.997917682608,75.9811602679579,69.5368577139202,66.5468018975222,74.7249762232709
"Prdm16",17.0841600948128,10.2350491391304,12.2414091542821,11.8866423442599,12.3234818328745,12.4541627038785
"Pank4",21.9027693523241,20.4700982782607,25.3270534226526,24.9619489229457,18.8960054770742,28.7403754704888
"Pex10",10.0752739020691,8.95566799673906,9.28658625497264,13.0753065786859,4.92939273314979,10.5381376725126
"Rer1",118.27495450255,171.437073080433,162.515259462021,128.375737318007,134.736734706094,152.323989993591
"Morn1",7.44694157979019,3.19845285597824,3.7990580133979,13.6696386958989,9.85878546629958,6.70608760978072
"Ski",129.226339178712,122.180899098369,125.791031999175,138.479383310627,114.19759831797,109.213426787857
"Faap20",35.0444309637185,50.5355551244561,48.5435190600842,43.9805766737615,52.5801891535978,59.3967759723435
"Gnb1",161.642437820152,136.893782235869,157.871966334535,153.337686240952,165.134656560518,158.072065087688
"Nadk",180.478819463151,146.489140803803,144.36420450912,102.225124160635,110.089771040345,114.961501881955
"Slc35e2",10.5133292891156,16.6319548510868,12.6635267113263,23.1789525713067,23.003832754699,16.2862127666103
"Cdk11b",105.571348278202,95.9535856793471,72.6042198116043,111.734438036043,82.9781110080215,93.88522653693
"Mmp23",21.0266585782311,14.0731925663042,8.44235114088421,16.0469671647508,22.1822672991741,19.1602503136592
"Mib2",45.1197048657876,35.8226719869562,38.4126976910232,51.1125620803174,44.3645345983481,44.0685757214161
"Fndc10",26.2833232227889,25.5876228478259,27.8597587649179,38.0372555016316,22.1822672991741,31.6144130175377
"Ssu72",15.7699939336733,10.2350491391304,13.0856442683705,8.32064964098191,9.03722001077462,15.3282002509274
"Tmem240",17.9602708689058,14.0731925663042,17.7289373958569,16.6412992819638,18.8960054770742,23.950312892074
"Atad3a",182.231041011336,166.319548510868,138.876676267545,148.583029303248,147.881781994494,129.3316896172
"Vwa1",13.1416616113945,19.1907171358694,14.3519969395032,15.4526350475378,13.1450472883994,11.4961501881955
"Mrpl20",276.41294922633,207.899435638585,195.862546468514,150.9603577721,168.420918382618,166.694177728835
"Ccnl2",176.098265592686,204.700982782607,232.58677393136,212.176565845039,162.669960193943,201.182628293422
"Aurkaip1",198.00103494501,189.988099645107,166.736435032463,186.025952687667,203.748232970191,180.106352948396
"Mxra8",394.249848341834,430.511754414671,434.358966198493,349.46728492124,350.80844950916,324.766242816523
"Dvl1",82.3544127647386,104.26956310489,94.9764503349474,105.791116863913,101.052551029571,110.17143930354
"Cptp",14.0177723854874,21.749479420652,23.6385831944758,14.8583029303248,20.5391363881241,18.2022377979762
"Ints11",56.9472003160426,56.9324608364126,44.3223434896421,47.5465693770395,46.0076655093981,52.6906883625628
"Acap3",60.4516434124145,49.8958645532605,44.3223434896421,60.0275438385123,65.7252364419972,53.6487008782457
"Ube2j2",144.120222338293,107.468015960869,111.861152616716,93.31014240244,94.480027385371,78.5570262860027
"C1qtnf12",81.4783019906456,91.4757516809776,73.8705724827369,78.4518394721151,69.833063719622,68.9769011291731
"B3galt6",14.4558277725339,22.3891699918477,12.6635267113263,8.32064964098191,13.1450472883994,9.5801251568296
"Sdf4",313.209601738235,229.648915059237,215.702071649592,221.091547603234,209.499191158866,200.224615777739
"Tnfrsf4",8.32305235388315,7.67628685434777,3.37694045635369,7.72631752376892,6.57252364419972,17.2442252822933
"9430015G10Rik",81.9163573776921,62.0499854059778,44.7444610466863,53.4898905491694,47.650796420448,63.2288260350753
"Agrn",117.398843728457,117.063374528803,107.639977046274,175.922306695046,162.669960193943,165.736165213152
"Isg15",212.018807330497,163.12109565489,234.275244159537,314.996022122887,341.771229498386,352.548605771329
"Perm1",7.44694157979019,12.7938114239129,5.90964579861895,8.32064964098191,5.75095818867476,7.66410012546368
"Gm46877",23.65499090051,28.1463851326085,30.3924641071832,42.1975803221225,42.7214036872982,24.908325407757
"Plekhn1",28.9116555450678,30.7051474173911,23.6385831944758,35.0655949155666,19.7175709325992,16.2862127666103
"Klhl17",54.7569233808102,53.0943174092387,47.6992839459958,62.4048723073643,31.2194873099487,55.5647259096117
"Noc2l",2.62833232227889,8.95566799673906,16.04046716768,12.4809744614729,13.9666127439244,19.1602503136592
"Gm52691",3.94249848341834,3.19845285597824,5.48752824157474,6.53765328934293,8.21565455524965,7.66410012546368
"Dhrsx",93.3057974409006,53.7340079804344,58.6743404291453,87.36682123031,82.9781110080215,60.3547884880265
"Gm15772",1096.0145783903,1075.31985017988,937.945211752236,1116.155716126,1090.21735948163,905.321827320397
"Cdk6",28.9116555450678,23.6685511342389,22.7943480803874,23.1789525713067,34.5057491320485,33.5304380489036
"Fam133b",43.8055387046482,53.7340079804344,51.4983419593937,67.7538613622813,61.6174091643724,54.6067133939287
"Rbm48",2.62833232227889,5.11752456956518,9.70870381201685,7.13198540655592,7.39408909972469,6.70608760978072
"Pex1",5.69472003160426,3.19845285597824,6.75388091270737,7.13198540655592,5.75095818867476,8.62211264114664
"Gatad1",54.7569233808102,91.4757516809776,88.6446869792843,71.9141861827722,70.654629175147,76.6410012546368
"Ankib1",18.3983262559522,18.5510265646738,27.8597587649179,24.3676168057327,28.7547909433738,20.1182628293422
"Krit1",2.19027693523241,6.39690571195647,7.59811602679579,4.16032482049095,11.5019163773495,12.4541627038785
"Akap9",25.8452678357424,25.5876228478259,39.6790503621558,32.0939343295016,36.1488800430985,31.6144130175377
"Cyp51",250.129626003541,255.236537907063,295.904407487992,199.101259266353,198.818840237042,195.434553199324
"Fzd1",73.593305023809,65.248438261956,91.5995098785937,72.5085182999852,78.0487182748717,64.1868385507583
"Cdk14",3.06638770932537,5.75721514076082,12.2414091542821,7.72631752376892,16.4313091104993,7.66410012546368
"Gtpbp10",6.57083080569723,5.75721514076082,9.28658625497264,8.9149817581949,7.39408909972469,9.5801251568296
"Cfap69",23.65499090051,19.1907171358694,16.4625847247242,29.1222737434367,23.003832754699,26.8243504391229
"Steap2",58.6994218642286,56.9324608364126,69.2272793552506,62.9992044245773,80.5134146414466,80.4730513173686
"Steap1",21.0266585782311,48.6164834108692,53.6089297446148,44.5749087909745,36.9704454986234,30.6564005018547
"Steap4",91.9916312797612,97.872657392934,94.9764503349474,75.4801788860502,99.4094201185208,80.4730513173686
"Sri",72.717194249716,88.916989396195,53.1868121875706,80.8291679409671,78.0487182748717,57.4807509409776
"Gm15730",24.9691570616495,28.1463851326085,23.2164656374316,27.9336095090107,38.6135764096734,31.6144130175377
"Dbf4",11.827495450255,21.749479420652,41.3675205903327,21.3959562196678,28.7547909433738,24.908325407757
"Slc25a40",6.57083080569723,3.19845285597824,7.17599846975158,2.97166058606497,6.57252364419972,10.5381376725126
"Abcb1a",17.0841600948128,17.2716454222825,16.04046716768,2.37732846885197,4.92939273314979,6.70608760978072
"Abcb1b",21.4647139652776,21.749479420652,17.3068198388126,12.4809744614729,15.6097436549743,18.2022377979762
"Gm54301",765.72081655725,658.241597760321,198.395251810779,193.752270211436,178.279703848917,249.08325407757
"Cacna2d1",19.2744370300452,14.0731925663042,13.929879382459,15.4526350475378,11.5019163773495,14.3701877352444
"Hgf",17.5222154818593,13.4335019951086,21.950112966299,16.6412992819638,23.825398210224,14.3701877352444
"Gm8991",89.8013543445288,109.387087674456,65.4282213418527,36.8485912672056,59.1527127977975,55.5647259096117
"Tmem60",4.8186092575113,8.95566799673906,17.3068198388126,9.5093138754079,5.75095818867476,17.2442252822933
"Rsbn1l",10.951384676162,13.4335019951086,20.6837602951663,26.1506131573717,18.8960054770742,28.7403754704888
"Ptpn12",12.2655508373015,23.6685511342389,30.8145816642274,23.7732846885197,27.1116600323239,22.992300376391
"Gsap",19.2744370300452,26.2273134190215,23.6385831944758,15.4526350475378,15.6097436549743,24.908325407757
"Lrrc17",607.144766446424,541.817913802713,161.248906790889,133.724726372924,164.313091104993,213.6367909973
"Gm6543",18.8363816429987,12.7938114239129,16.04046716768,24.9619489229457,46.829230964923,32.5724255332206
"Armc10",10.5133292891156,6.39690571195647,11.8192915972379,11.8866423442599,14.7881781994494,8.62211264114664
"Pmpcb",24.0930462875565,26.8670039902172,40.5232854762442,30.9052700950757,38.6135764096734,32.5724255332206
"Dnajc2",107.323569826388,95.3138951081514,103.418801475832,99.8477956917829,92.0153310187961,97.7172765996619
"Psmc2",190.992148752266,157.363880514129,212.325131193238,171.167649757342,195.532578414942,175.316290369982
"5031425E22Rik",20.5886031911846,20.4700982782607,26.5934060937853,25.5562810401587,25.4685291212739,14.3701877352444
"Kmt2e",50.3763695103454,59.4912231211952,67.1166915700295,54.0842226663824,44.3645345983481,57.4807509409776
"Srpk2",42.9294279305552,42.2195776989127,45.5886961607748,62.4048723073643,55.0448855201727,66.1028635821242
"Gm42226",4.8186092575113,12.1541208527173,19.8395251810779,10.6979781098339,4.92939273314979,4.7900625784148
"Pus7",9.6372185150226,8.95566799673906,11.3971740401937,16.0469671647508,17.2528745660243,17.2442252822933
"Rint1",36.358597124858,47.3371022684779,32.08093433536,29.7166058606497,32.0410527654736,35.4464630802695
"Tomm7",196.248813396824,254.596847335868,213.591483864371,182.459959984389,184.852227493117,136.03777722698
"2700038G22Rik",8.76110774092964,8.95566799673906,15.6183496106358,9.5093138754079,11.5019163773495,3.83205006273184
"Hycc1",61.7658095735539,53.7340079804344,53.1868121875706,71.3198540655592,57.5095818867476,57.4807509409776
"Gm9836",32.8541540284861,150.966974802173,176.023021287436,144.422704482757,179.922834759967,117.835539429004
"Kcnh2",9.6372185150226,7.03659628315212,5.06541068453053,1.78299635163898,4.10782727762483,6.70608760978072
"Abcb8",49.5002587362524,41.5798871277171,45.1665786037306,34.4712627983536,26.2900945767989,46.942613268465
"Cdk5",187.925761042941,138.17316337826,108.484212160362,127.187073083581,107.62507467377,128.373677101517
"Slc4a2",163.832714755384,122.820589669564,104.26303658992,100.442127808996,69.833063719622,76.6410012546368
"Fastk",83.2305235388315,60.1309136923908,70.9157495834274,64.7822007762163,59.9742782533225,50.7746633311969
"Tmub1",29.7877663191608,20.4700982782607,22.7943480803874,25.5562810401587,26.2900945767989,15.3282002509274
"Agap3",198.439090332056,188.708718502716,152.38443809296,150.9603577721,138.844561983719,138.911814774029
"Abcf2",155.947717788548,122.820589669564,135.077618254147,88.555485464736,96.1231582964209,123.583614523102
"Chpf2",197.124924170917,170.157691938042,124.946796885086,138.479383310627,101.874116485096,130.289702132883
"Nub1",107.761625213435,120.901517955977,97.5091556772127,153.337686240952,95.301592840896,100.591314146711
"Rheb",36.358597124858,85.7185365402167,92.4437449926822,57.6502153696604,87.0859382856463,62.2708135193924
"Prkag2",7.88499696683667,8.31597742554341,8.44235114088421,7.72631752376892,9.03722001077462,12.4541627038785
"Galnt11",6.57083080569723,7.67628685434777,7.59811602679579,11.8866423442599,9.85878546629958,3.83205006273184
"Kmt2c",6.57083080569723,13.4335019951086,11.8192915972379,14.8583029303248,23.825398210224,19.1602503136592
"Xrcc2",12.703606224348,13.4335019951086,15.1962320535916,11.8866423442599,8.21565455524965,18.2022377979762
"Paxip1",53.0047018326243,57.5721514076083,61.6291633284548,42.1975803221225,44.3645345983481,51.7326758468798
"Insig1",27.1594339968819,33.9036002733693,27.0155236508295,24.9619489229457,28.7547909433738,29.6983879861718
"Rbm33",42.9294279305552,30.0654568461954,35.0357572346695,41.6032482049095,37.7920109541484,47.900625784148
"Lmbr1",8.76110774092964,14.7128831374999,15.1962320535916,11.2923102270469,23.003832754699,5.74807509409776
"Nom1",55.1949787678567,50.5355551244561,45.5886961607748,39.2259197360576,46.829230964923,53.6487008782457
"Ube3c",58.6994218642286,43.498958841304,46.010813717819,50.5182299631044,44.3645345983481,39.2785131430013
"Dnajb6",100.752739020691,133.055638808695,143.097851837987,109.951441684404,121.591687417695,101.549326662394
"Il6",4.8186092575113,18.5510265646738,27.4376412078737,4.75465693770395,4.92939273314979,7.66410012546368
"Tyms",154.633551627408,183.591193933151,205.149132723486,106.979781098339,120.77012196217,125.499639554468
"Garem2",10.951384676162,14.0731925663042,11.3971740401937,9.5093138754079,4.92939273314979,3.83205006273184
"Hadha",110.82801292276,96.5932762505427,71.3378671404716,91.527146050801,87.0859382856463,77.5990137703197
"Hadhb",15.3319385466269,24.3082417054346,33.7694045635369,20.8016241024548,25.4685291212739,27.7823629548058
"Gm54326",19.2744370300452,14.7128831374999,14.3519969395032,16.0469671647508,20.5391363881241,14.3701877352444
"Selenoi",8.32305235388315,3.83814342717388,9.28658625497264,7.13198540655592,8.21565455524965,10.5381376725126
"Gm16288",8.32305235388315,6.39690571195647,3.37694045635369,4.16032482049095,4.10782727762483,8.62211264114664
"Kcnk3",8.32305235388315,4.47783399836953,8.44235114088421,6.53765328934293,4.10782727762483,3.83205006273184
"Slc35f6",53.4427572196708,48.6164834108692,48.5435190600842,48.7352336114655,38.6135764096734,46.942613268465
"Cenpa",177.850487140872,179.753050505977,147.31902740843,118.272091325386,133.093603795044,118.793551944687
"Mapre3",17.5222154818593,17.9113359934781,19.4174076240337,31.4996022122887,17.2528745660243,9.5801251568296
"Tmem214",136.235225371456,133.69532937989,124.102561770998,125.404076731942,101.874116485096,125.499639554468
"Agbl5",5.25666464455778,1.91907171358694,6.75388091270737,7.72631752376892,6.57252364419972,6.70608760978072
"Ost4",47.30998180102,40.9401965565214,35.8799923487579,24.9619489229457,48.472361875973,42.1525506900502
"Emilin1",47.7480371880665,67.8072005467386,46.4329312748632,50.5182299631044,42.7214036872982,64.1868385507583
"Khk",7.44694157979019,7.03659628315212,10.9750564831495,21.3959562196678,14.7881781994494,11.4961501881955
"Preb",100.314683633644,101.710800820108,100.463978576522,121.838084028664,92.8368964743211,111.129451819223
"Atraid",30.2258217062072,40.3005059853258,38.8348152480674,46.9522372598265,44.3645345983481,48.858638299831
"Cad",58.6994218642286,54.37369855163,58.2522228721011,67.1595292450683,58.3311473422725,52.6906883625628
"Mpv17",47.30998180102,49.8958645532605,32.5030518924042,39.2259197360576,55.0448855201727,45.9846007527821
"Gtf3c2",35.9205417378115,41.5798871277171,54.8752824157474,52.8955584319564,39.4351418651983,58.4387634566605
"Eif2b4",71.841083475623,85.7185365402167,56.9858702009685,74.8858467688372,48.472361875973,57.4807509409776
"Snx17",184.859373333615,151.606665373368,93.7100976638148,127.187073083581,134.736734706094,136.03777722698
"Zfp513",45.5577602528341,36.4623625581519,36.3021099058021,42.1975803221225,27.9332254878488,31.6144130175377
"Ppm1g",231.293244360542,170.797382509238,176.867256401524,150.9603577721,141.309258350294,152.323989993591
"Nrbp1",91.1155205056682,76.7628685434777,58.6743404291453,69.5368577139202,76.4055873638218,58.4387634566605
"Ift172",28.4736001580213,19.1907171358694,17.3068198388126,20.8016241024548,23.825398210224,24.908325407757
"Fndc4",49.5002587362524,47.9767928396735,44.7444610466863,49.3295657286785,46.829230964923,51.7326758468798
"Zfp512",33.2922094155326,44.1386494124997,49.8098717312169,63.5935365417903,42.7214036872982,45.0265882370991
"Gpn1",38.9869294471369,51.1752456956518,49.3877541741727,48.1409014942525,58.3311473422725,41.1945381743673
"Supt7l",13.5797169984409,16.6319548510868,16.8847022817684,21.9902883368808,21.3607018436491,20.1182628293422
"Slc4a1ap",41.6152617694158,24.3082417054346,25.7491709796969,23.1789525713067,32.8626182209986,30.6564005018547
"Mrpl33",237.426019779193,217.49479420652,183.621137314232,183.648624218815,179.922834759967,148.491939930859
"Babam2",35.482486350765,44.1386494124997,35.0357572346695,35.0655949155666,38.6135764096734,22.992300376391
"Fosl2",23.65499090051,33.2639097021737,33.7694045635369,23.1789525713067,27.1116600323239,27.7823629548058
"Ppp1cb",4.38055387046482,3.19845285597824,18.1510549529011,8.9149817581949,16.4313091104993,6.70608760978072
"Pisd",81.9163573776921,88.916989396195,74.2926900397811,79.0461715893281,79.6918491859216,71.850938676222
"Prr14l",6.13277541865075,9.59535856793471,14.3519969395032,9.5093138754079,14.7881781994494,17.2442252822933
"Depdc5",24.0930462875565,15.3525737086955,20.2616427381221,21.9902883368808,15.6097436549743,23.950312892074
"Ywhah",14.0177723854874,55.0133891228257,102.996683918787,52.3012263147434,81.3349800969715,52.6906883625628
"Spon2",36.7966525119045,40.9401965565214,18.5731725099453,57.6502153696604,59.1527127977975,67.0608760978072
"Ctbp1",262.833232227889,315.367451599454,221.189599891166,257.940138870439,187.316923859692,250.041266593252
"Maea",133.606893049177,122.180899098369,111.861152616716,120.649419794238,130.628907428469,141.785852321078
"Fam53a",48.186092575113,46.6974116972822,40.1011679192,38.6315876188446,29.5763563988987,36.4044755959525
"Slbp",38.5488740600904,53.7340079804344,111.016917502627,61.2162080729383,83.7996764635464,78.5570262860027
"Tmem129",29.7877663191608,31.3448379885867,25.3270534226526,16.0469671647508,13.9666127439244,16.2862127666103
