name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
Bpifb6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bpifb9a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bpifb9b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Brcc3dc,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bricd5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Brs3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bsnd,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bsph1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Bsph2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f21,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f29,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btbd35f9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btf3-ps10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btf3-ps11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btf3-ps17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btf3-ps6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btf3-ps7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btf3-ps8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btg1b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btg1c,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btn2a2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btnl4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btnl5-ps,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btnl6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Btnl9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C030007H22Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C030013G03Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C030016D13Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C030018K13Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C030037F17Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C030047K22Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C130021I20Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C130023O10Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C130026L21Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C130073F10Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C130093G08Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C19H9orf57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C1qtnf5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C230029F24Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C230057M02Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C230072F16Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C230079O03Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C2cd6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330004P14Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330008A17Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330011F03Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330016L05Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330024C12Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330024D21Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C330026H20Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C530043A13Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C630028M04Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C630031E19Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C630043F03Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C730014E05Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C730036E19Rik,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C78283,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C87198,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C87487,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C8a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C8b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CK137956,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cabp2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cabp7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cabs1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cacna1f,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cacng2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cacng3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cacng5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cahm,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Calcoco2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Calhm1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Calhm4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Calm4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Calm5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Calml3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Capn11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Capn13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Capn8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Caps2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Capza3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Car10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Car14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Casr,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Catsper1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Catsperb,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Catsperg2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cblif,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cbln2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cbln4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cbx3-ps5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cby2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cby3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc121rt1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc121rt3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc150,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc153,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc154,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc172,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc175,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc178,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc179,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc184,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc185,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc188,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc196,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc201,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc202,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc34os,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc42os,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccdc7a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccer2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cckbr,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccl1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccl12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccl19-ps4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccl21b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccl21e,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccl21f,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccnb1ip1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccnb3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccr1l1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccr3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccr6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ccr8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cct8l1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd163,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd177,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd200l1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd200l2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd200r2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd207,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd209b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd209c,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd209e,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd209g,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd300e,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd300lb,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd300ld2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd300ld3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd300ld4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd300ld5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd40lg,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cd70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdc5lrt9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdcp3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdh20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdh7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdh8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdhr17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdhr18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdr1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdrt4os1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cdrt4os2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam-ps1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ceacam5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cep112os1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cer1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cerkl,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cers1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces1b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces1c,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces1e,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces1g,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces1h,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces2b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces2c,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces2d-ps,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces2h,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces3a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces3b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces4a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Ces5a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cetn1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap107,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap144,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap61,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap65,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap77,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap97d1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfap97d2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfc1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfhr1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cfhr4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cga,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chad,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chat,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chga,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chia1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chil5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chil6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chrna5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chrna6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chrna7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chrna9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chrnb3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chrng,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chst9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Chtf8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cib3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cib4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cimap1a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cimap2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cimip1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cimip2c,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cimip4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cirbil,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cistr,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Clca2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Clca4b,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Clca4c-ps,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34-ps,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34a,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34b1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34b2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34b3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34b4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34c2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34c3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34c4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34c5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34c6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn34d,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
Cldn8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
