"","control_1","control_2","control_3","knockdown_1","knockdown_2","knockdown_3"
"Napb",2.65263217152345,2.50176993069097,2.61979119336689,2.76262365282898,2.82737980900929,2.02887820960346
"Cst3",7.86386991719675,7.78609878667438,7.75888156005181,8.06244316213213,8.36978656638118,8.15451141082692
"Zfp120",3.15567214075682,3.46397619907908,3.18517243516913,3.42409263347983,3.45914109814435,3.84970297115924
"Zfp937",3.49474504736878,3.24308878302888,2.74045162029011,3.32728543452318,3.35987887346571,3.57556678110855
"3300002I08Rik",3.7965938769052,3.30972428384785,2.95515709324725,3.51481038228478,3.52171392314169,3.98574784785792
"Zfp442",3.90162170915589,3.02245021917611,2.5554527502089,3.25893908153402,3.42680663253347,3.4400012622036
"Gm14127",4.11323109646361,3.75449962937953,3.68357414279043,3.85291305811892,3.87322111800584,3.4400012622036
"Apmap",4.25872547068836,4.39952356724441,4.18671845829105,4.66464921137371,4.60903689744004,4.4991881064479
"Entpd6",3.23820623619466,3.70584472554122,3.30741377857489,3.78162511139453,3.58168526945502,3.23682416611747
"Pygb",6.49982863587942,6.76296238887406,6.47552323476359,6.09426534052365,6.16371406744502,6.46263919166258
"Abhd12",6.37314513076195,6.91249338087932,7.12573807304066,6.89974510369388,6.43967286083077,6.77115426004054
"Gins1",5.31714168837795,5.19166185345515,5.08865797179699,5.21744507110107,4.89560687224091,5.11823299576437
"Gm14143",3.85006333198777,2.76186763734438,3.18517243516913,3.36028155893919,3.77389067211743,4.04924353062138
"Ninl",4.15631942888083,4.07494959637726,4.36622275364437,4.0877547688899,3.79937175977536,4.01784498138544
"Nanp",4.13493611920612,3.97583639963691,3.82673868595746,4.8733436542051,4.45722550343325,3.81358824190298
"Nsfl1c",6.72760618790108,6.49951696851358,7.0663743328828,6.78595610269782,6.9209038458011,6.65349791130864
"Fkbp1a",8.96429824670652,9.13500128694832,9.07013415602823,9.05665120189321,9.152735080028,9.38774260965991
"Sdcbp2",7.76815531987301,7.95564850384304,7.61832617269866,7.71402707075186,7.61830460510789,7.4700547326047
"Psmf1",6.09170221169564,6.14994688783312,5.75849176619876,5.57455214549906,6.12392948831492,6.023002549485
"Fam110a",5.19847238256048,5.59046662344311,5.1112133611208,4.74179982347705,4.50446938246622,5.31189619406775
"Slc52a3",2.31511418741164,2.31974367503865,2.61979119336689,1.82186614219695,1.30255451083456,1.89702919456543
"Srxn1",6.26411030924969,6.39213747924901,6.50563179608077,6.70156850064824,6.33901392701098,6.54203733250475
"Csnk2a1",6.9942255800848,6.92583178568736,6.64355038162616,6.79201499058505,6.81557717093569,6.7852088936932
"Tbc1d20",6.10275869178209,5.95034086027847,5.50957337243517,5.27048315539435,5.82838162554315,5.94167936159735
"Rbck1",5.78353963083699,5.84756014494345,5.34803680144333,4.90723115989214,5.5863827097281,5.62486554379175
"Trib3",4.9394923074343,4.68956190852688,5.13342153632802,5.27913631922439,4.39172631565682,4.84166210029067
"H13",7.87519831042649,7.73093683734932,7.5723273598259,7.70442214243426,7.68987636267354,7.70011238963389
"Id1",8.34093102556417,8.25098184485082,7.68374590024509,8.6758525317247,8.68551015268971,8.58772828832369
"Bcl2l1",7.47031795225209,7.64644474634383,7.77662869842834,7.35747318997332,7.25374904061279,7.54079623252714
"Gm32211",2.06675183851924,1.95363631554836,2.48811059456933,2.60636380966635,2.49450750174586,3.34198648250476
"Tpx2",6.47025287981844,6.6258478819301,6.75875164046892,6.12818700678381,6.39440744785482,6.30248289921956
"Pdrg1",5.48709884941345,5.11919889317085,4.93276899626685,5.75906804032195,5.56425728433061,5.60387282948345
"Tm9sf4",6.41366414553058,6.27194645940271,5.75849176619876,6.00840289095129,6.11380952286355,6.12230117332439
"Plagl2",5.28837686774252,5.13765869582562,5.50957337243517,5.38714487810009,5.26832793856927,5.07312143690008
"Pofut1",5.10259077701685,4.92031497485383,4.38485592423159,4.91835238849075,4.94210455032923,5.3875465298852
"Kif3b",5.13526448492671,4.89883132240842,5.04246089785116,5.2264212667466,4.93061986913542,4.78683466724204
"Asxl1",5.93350093670111,5.80776835747367,5.26999590767882,5.2877378913924,5.48009777081686,5.31189619406775
"Nol4l",5.70590715395668,5.5971516968862,5.43106478524301,6.24321281567187,6.2166859722389,6.09998521824865
"Commd7",5.9822103956748,5.63012015788693,6.16649747752972,6.1937274379518,6.20719826030735,5.78264075129683
"Mapre1",8.13285755777034,7.85604861881706,8.11750695575653,7.87680335917253,7.98737455311996,7.90063322384416
"Efcab8",1.65079592266726,1.67903314936563,1.08761985720896,1.99992710053569,0.576924504074605,2.1496800123419
"Cdk5rap1",3.71247978713511,3.37341741312325,3.59031873076807,3.70663066802098,3.25327912308857,3.69948066809513
"Snta1",2.45972491536399,2.1842357064517,3.05160648256656,2.23156192092153,2.72472568010465,2.36460956107877
"Cbfa2t2",4.52843527671162,4.59920974823377,4.94537704430358,5.04552096477002,4.57992576379111,4.40524419928827
"E2f1",4.44401296778014,4.72661667973802,4.36622275364437,4.5549118241729,4.2324825384064,4.62954334673183
"Pxmp4",5.57705652416255,5.83064073142482,5.51803856334889,5.79571375099625,5.90079712433239,6.15874407274774
"Zfp341",2.52693445426876,2.61149678139333,2.00067616662666,1.72385304881176,2.82737980900929,1.89702919456543
"Chmp4b",6.97930521937735,7.20720024799841,7.45599082714432,7.17941145460128,7.09046773487416,7.2977531187103
"9030607L20Rik",2.45972491536399,1.46182044596844,2.74045162029011,2.15840608504692,1.78309583063871,2.1496800123419
"Raly",6.82428926461953,6.59612156921045,6.12276404616417,6.47176756570271,6.50307737704559,6.44504152893702
"Eif2s2",8.92200930560735,8.46801866097916,8.55913199745524,8.94349066646055,8.76848849528505,8.67082517787356
"Ahcy",8.1688112986973,8.2730674209976,7.83876933459877,8.41236344178997,8.15712713986208,8.47374825825777
"Itch",3.52793517602082,3.77822527027328,3.55784415572788,4.18304814308887,3.77389067211743,4.33054050408088
"Dynlrb1",6.79732029576127,6.54171341908728,6.58834761933693,6.82784349214878,7.04325832556588,6.45679712191454
"Map1lc3a",3.27776765050793,4.09398058115341,3.82673868595746,3.73206443733977,3.25327912308857,4.38077026398047
"Pigu",5.12445526133377,4.99308418618129,4.89426994831505,4.69082718691206,5.17407437244449,4.74909015047519
"Trp53inp2",5.40014723280969,5.35833537406184,4.97026732449531,5.24420783072671,5.38231664649422,5.24567530745296
"Ncoa6",5.39115674172738,5.13765869582562,5.1112133611208,5.44980396348918,5.33953396964506,5.28577144647597
"Acss2",3.99951966097768,3.2767912210546,4.12155211161217,3.48520045842633,2.96884255183585,4.01784498138544
"Gss",6.84089239702033,6.82122467427436,6.18256166514946,6.43352038536277,7.03523768444835,6.84457810924263
"Gssos2",2.45972491536399,2.50176993069097,2.90440142713285,2.49191803128121,2.29399398510588,2.1496800123419
"Trpc4ap",5.70590715395668,5.51481067984227,5.07724664551724,5.11483510307958,5.46425424342886,5.56094816314536
"Edem2",4.86352312721355,5.3345291362591,5.25993714326321,4.28966681786187,4.88374446260953,4.71033155227969
"Procr",5.56111229449378,5.48628513668871,5.44000193609039,5.27913631922439,4.81044568763149,4.6501684656572
"Eif6",8.05672426094034,8.17816933955648,7.62029323251394,7.37775817239118,7.50478273813771,7.7343213646221
"Uqcc1",5.77665224291884,5.71247048099289,5.64713304791755,5.57455214549906,5.72580135008745,5.81039470214566
"Cep250",5.47012272614525,5.7668478446242,5.37624706474521,5.16238247287077,5.62252068081863,5.44769277176126
"Ergic3",5.72749729936393,5.98133345126561,5.65483042644061,4.67779757387064,5.79076355461095,5.70590888908516
"Spag4",2.31511418741164,1.05879712119898,2.09422497246909,2.08134159948079,1.15244687792339,1.40881848446701
"Cpne1",4.04608514966555,4.72661667973802,5.66248695410538,5.68286005111173,4.83529470492732,5.85549679029392
"Rbm12",4.17739042326133,4.38414431891964,5.40391627122494,4.74179982347705,4.50446938246622,4.69055465327078
"Nfs1",5.81076501522101,5.98133345126561,5.50105821765741,5.43439247247681,5.72580135008745,5.90782158944192
"Romo1",8.06381389816416,8.0536826835546,8.66963703938454,8.28926413721094,8.12976768632008,8.42670526185905
"Rbm39",7.23181814780415,7.49896593255845,8.10912669992293,7.73147172440462,7.79811451179797,7.96172444190081
"Phf20",6.06933175496598,5.66871287803369,5.66248695410538,5.80173188301113,5.79076355461095,5.69602396782142
"Scand1",5.79721654402994,5.90795372147186,5.6701030622241,5.51718811653023,5.63672616080519,5.83762479622708
"Cnbd2",7.8209966158256,8.03779931183236,7.3580163130337,6.80705181255137,7.62009317431225,7.57355826548807
"Norad",6.18828642653255,6.48156422970589,6.43586534709992,6.46419881718987,6.5526175262802,6.78053921255194
"Epb41l1",3.85006333198777,3.84714728146767,4.09915903911807,4.1266306444246,3.69463043161127,4.4991881064479
"Aar2",4.97602758459424,5.16491294158538,5.16610567304074,4.83864097796844,4.81044568763149,4.25175635245653
"Dlgap4",6.1673751266898,6.33329324776358,6.32926876376705,5.69584422759041,6.16371406744502,6.05429025700106
"Tgif2",3.99951966097768,4.13130558597591,3.77116580203317,4.00671171178923,3.63926284439274,3.48661959579657
"5430405H02Rik",1.97345879758014,1.57451089555163,2.18207540977542,1.99992710053569,2.29399398510588,2.26114355753582
"Rab5if",8.49678448590267,8.53743907342295,8.60156942617675,8.25018859040706,8.5522810704646,8.53463948717269
"Ndrg3",5.23912309631125,4.99308418618129,4.60744074818979,5.19932337722372,5.16430128543725,5.27252950102805
"Dsn1",3.62315626135609,3.37341741312325,3.88025005640863,3.68074045923304,3.55201119224874,3.81358824190298
"Mtcl2",1.52493092590977,1.95363631554836,2.18207540977542,2.99047064749205,2.22044522626453,2.1496800123419
"Samhd1",5.60842589337978,5.98133345126561,5.67767917531401,5.44211879690986,5.48795476163252,5.48261257046314
"Rbl1",4.13493611920612,4.35288507577625,4.82772990313122,4.52612176429194,4.2324825384064,4.13953613618897
"Rpn2",8.43688503883748,8.38063039977152,8.27937427179104,8.51666179389172,8.24320381617673,8.22494803261191
"Manbal",4.27836242335427,4.35288507577625,4.076412900801,4.42057607087463,4.37487609571907,4.35587397677591
"Src",6.18828642653255,6.32526283604481,6.34838219136992,5.2877378913924,6.18320235932424,6.11490080974616
"Gm14279",7.76815531987301,7.72025929716054,7.85723496058806,8.26985865542682,8.02025417577907,8.04973927413397
"Blcap",5.91480238030508,6.14539304880956,5.40391627122494,5.2264212667466,5.88303115911891,6.14427719137454
"Platr27",0.870561070447464,1.7764917174018,1.79314311508787,1.61869267375825,2.06104310823683,1.75190720512167
"Ctnnbl1",5.57705652416255,5.63662439729673,5.1443987274169,5.51718811653023,5.33953396964506,5.65579274671669
"Tti1",5.43555919332929,5.16491294158538,5.04246089785116,4.8733436542051,5.07322997341212,5.17626798128339
"Rprd1b",5.37300591444547,5.19166185345515,4.84128569546972,4.96199933240135,5.54178724763087,5.05776524516648
"Tgm2",5.96413652185721,6.01167422426994,5.75849176619876,5.74039010646008,5.05218675054176,5.74478489722299
"Lbp",4.39088175069293,3.82453715939789,4.16532174470158,4.16448637276372,4.0104634006824,3.39182608652142
"Snhg17",6.44874985643499,6.27194645940271,6.19317260290603,6.31229060910682,6.2166859722389,6.40918885263725
"Ralgapb",4.8239837524558,4.79798772742944,4.93276899626685,5.24420783072671,5.02003497049228,4.97843240861781
"Gm14200",4.57681478215762,4.58582767278375,4.24906802499942,3.65437712842519,3.94347361123474,4.27849863265946
"Arhgap40",3.68331547694452,3.20858016015613,3.34596272362303,2.49191803128121,2.67052286793163,2.5516320406801
"Fam83d",4.44401296778014,4.41474059923109,4.80023011126136,4.81503326467623,4.77235075256614,4.56583751298517
"Dhx35",3.23820623619466,3.70584472554122,3.59031873076807,3.14993628827931,3.52171392314169,3.39182608652142
"Top1",6.82094558528852,6.36497522858813,6.18787688935918,6.58077740470439,6.7582591504757,6.39092276467335
"Lpin3",2.45972491536399,2.31974367503865,1.67698912642695,1.82186614219695,1.56274104832423,0.665336196316975
"Chd6",4.19815809425519,4.05566420904507,4.26926646009814,4.46675853406739,4.62337510705286,4.35587397677591
"Srsf6",7.35483531224145,7.470122204009,7.36741612483448,7.64038124155158,7.5429959992142,7.46132784183988
"Sgk2",2.06675183851924,2.80869913062234,2.18207540977542,3.48520045842633,2.72472568010465,3.00026837539876
"Ift52",4.75557700099603,5.17388446406659,5.04246089785116,5.32999290856595,4.99819534838503,4.85948445768692
"Mybl2",5.25902683898872,5.71247048099289,4.92004979142236,4.21947024084645,5.03083204119613,5.36276791271975
"Oser1",5.24910929193713,5.07198878953221,5.31926389841065,5.75286889191974,5.32205922454137,5.2988929537939
"2900093K20Rik",3.06812836806728,1.67903314936563,1.25901527761821,2.23156192092153,2.14294457347419,2.36460956107877
"Fitm2",3.02228029476958,2.55767628963025,2.79719708908466,3.42409263347983,3.35987887346571,3.23682416611747
"R3hdml",3.31627310827046,3.40423961258943,2.95515709324725,2.60636380966635,3.13816984764143,2.36460956107877
"Hnf4a",7.49570440563027,7.52373964662466,7.53944058942421,7.95313770968468,7.73679088449674,7.80270279029384
"Ttpal",2.45972491536399,2.80869913062234,3.09751622448616,3.94279457013396,3.42680663253347,3.48661959579657
"Serinc3",7.18316635224058,6.77185314617723,7.01047483863523,7.64038124155158,7.3667214327756,7.29448132634835
"Ywhab",8.8134707984937,9.07938926550598,9.08801229148061,9.0021604700019,8.94010411717041,8.99792967004746
"Tomm34",5.47863575728871,5.24371628325062,5.17683788492133,5.36292786875325,5.14455422634564,5.16197662908052
"Stk4",4.88929323881994,5.13765869582562,4.77219593210486,4.40484744517765,4.74638355724653,5.16197662908052
"Sdc4",6.11918614050519,5.79619473611741,6.03110709120637,5.96078924917306,6.35198712306399,6.15152876563874
"Sys1",7.24185485988302,7.182964136836,6.95232182073454,6.66901717775422,6.96660598169592,7.12801178768854
"Dbndd2",7.13011714403835,7.20501371254275,7.23760465387707,7.1276479223571,7.05652775920441,7.11323182616049
"Pigt",4.68376452312638,4.44470145462656,3.65315389717225,4.10732364978212,4.44112737574097,4.01784498138544
"Gm36090",2.82276105642206,3.02245021917611,2.00067616662666,2.15840608504692,2.55559668513252,2.71716870995527
"Wfdc2",11.7821347768013,11.6941276048689,11.7621246366257,11.7991791650832,11.7007142584152,11.4661078852408
"Dnttip1",5.92106219877992,5.81924987107725,5.59206984783444,5.92263852287388,5.82838162554315,5.9332891194322
"Ube2c",9.333928305101,9.341198798715,9.42999493316419,9.36273651138643,9.27867162348238,9.11754388687831
"Snx21",2.82276105642206,3.43441706722795,3.77116580203317,3.68074045923304,4.03211947651929,3.77654619601075
"Zswim3",3.59210900733961,3.77822527027328,3.14200996163758,3.03201972591611,3.52171392314169,3.12338929597895
"Zswim1",4.09119453221418,4.35288507577625,4.076412900801,4.0877547688899,4.13577654573009,4.07997325789423
"Ctsa",4.62362442518761,4.63862694142874,4.74360618451335,4.86186859501906,4.83529470492732,4.4991881064479
"Pcif1",5.16721456708355,5.15588527963431,4.93276899626685,4.61082365161773,5.10423025796434,4.45298068544762
"Zfp335",4.02299026992213,4.39952356724441,3.90627938787231,3.57226717255951,4.47314598267567,4.16842009359679
"Zfp335os",1.23453295777507,2.1842357064517,2.09422497246909,2.43110014787153,1.97421078844853,2.36460956107877
"Ncoa5",4.86352312721355,5.28570473045457,4.68466872926974,5.10513465074117,4.50446938246622,4.89448196198956
"Slc35c2",5.23912309631125,5.65596300278825,5.40391627122494,4.92938854283943,5.57904520559679,5.31189619406775
"Elmo2",5.13526448492671,5.26905570719755,5.18749084901364,5.05562921638053,5.2030025750343,5.11823299576437
"Zfp334",3.15567214075682,3.13698331674485,3.22708099968714,3.29351695090213,3.42680663253347,2.7933195022932
"Trp53rka",3.27776765050793,3.73037727862703,2.85179480174196,2.99047064749205,3.05598899153694,3.53177856796953
"Eya2",5.20874294676488,5.23516993181256,5.55963511209055,5.27913631922439,5.35679958128768,5.39977805260274
"Zmynd8",6.2788083421291,5.90256668130821,6.33885713017287,6.25203059678842,6.48748556791757,6.40312581688978
"Ncoa3",5.66173269805361,5.36618428371341,5.2997581339186,5.53896779067817,5.28646162882721,5.21831175625244
"Trp53rkb",3.85006333198777,4.07494959637726,4.28918600731575,3.60015964157706,3.82441059659312,3.88493568129438
"Arfgef2",4.09119453221418,3.86940851528115,4.00594017193134,3.65437712842519,3.82441059659312,3.81358824190298
"Cse1l",6.78364437078766,6.61600701020191,6.83526319740883,7.33482526144773,6.61493561298945,6.54203733250475
"Stau1",5.77665224291884,5.80199315253587,6.06038032616155,6.02393119226197,5.91252071044461,5.81952862529808
"Ddx27",6.6085441498245,6.65497403785377,6.32926876376705,6.62557181390816,6.4315477205255,6.10746228989014
"Znfx1",3.90162170915589,3.60331706418307,3.4906161732574,4.42057607087463,3.28969459822072,3.61806500577262
"Zfas1",7.36864178313596,7.96859558578398,8.28061858887471,8.19980711193054,7.6744668271474,8.16887653731547
"B4galt5",4.47837694655036,4.33699774159641,4.16532174470158,4.32352448943973,4.5945547560192,4.4991881064479
"Slc9a8",4.86352312721355,5.15588527963431,4.60744074818979,3.92084369475952,3.98847728836592,4.38077026398047
"Spata2",4.8239837524558,4.95195225863338,4.94537704430358,4.69082718691206,4.21365298442574,4.16842009359679
"Rnf114",6.65810396720432,6.5030808628856,6.77650036731633,6.65246188906859,6.79672306230201,6.58551990827471
"Ube2v1",2.82276105642206,2.3830055180795,2.85179480174196,2.23156192092153,3.17756894561157,2.36460956107877
"Peds1",4.69841583419785,4.41474059923109,4.80023011126136,4.28966681786187,4.13577654573009,4.40524419928827
"Cebpb",6.4659778385228,6.18142752755691,6.32926876376705,5.96615792092713,6.18803357507575,6.08491380654158
"Ptpn1",5.21894091122713,5.26905570719755,5.28990545498882,5.04552096477002,5.4156521686792,5.25916488602646
"Pard6b",5.59282646742883,5.693879494876,5.6701030622241,5.45744840838515,5.11441740447802,5.13296207077067
"Dpm1",3.74106619916083,3.13698331674485,2.95515709324725,4.27243527477936,3.69463043161127,3.34198648250476
"Mocs3",2.82276105642206,2.80869913062234,2.74045162029011,3.25893908153402,2.67052286793163,3.29036331135562
"Nfatc2",3.52793517602082,3.54918474372828,3.52462172270805,3.68074045923304,3.28969459822072,3.39182608652142
"Zfp64",5.63151326081465,5.17388446406659,5.08865797179699,5.5954889435011,5.16430128543725,5.47106629662841
"Tshz2",5.55307361001986,5.59046662344311,5.50957337243517,5.72780244160975,5.65079312944007,5.60387282948345
"Zfp217",3.49474504736878,4.23781438138332,3.59031873076807,4.23734217886713,4.03211947651929,4.04924353062138
"Pfdn4",6.00596197864957,5.44981628588503,4.42141547256786,5.68286005111173,5.62252068081863,5.50543153831666
"Fam210b",3.8760728295363,4.05566420904507,4.09915903911807,4.04780223738321,3.89702075441013,3.95292033579608
"Aurka",7.09455871919386,7.10067302508754,6.87863800414315,6.65246188906859,6.79038320385414,6.75219919342712
"Cstf1",6.04660895083258,6.02660863583922,6.18256166514946,5.44211879690986,5.96975082764397,5.84658846769277
"Rtf2",5.52868526206332,5.84756014494345,5.92688601578657,5.60240089607089,5.31324183162618,5.7254778371722
"Rae1",6.12462065063074,6.08959540811324,5.97071608440467,6.11857621468876,6.23080156589674,5.95831486500401
"Rbm38",5.79039429470949,5.52185480082425,5.5264543733198,5.58854371628071,5.37386100604404,5.65579274671669
"Pmepa1",8.95059422358553,8.99331741495817,8.99404633052839,8.06244316213213,8.39298627174498,8.25555619557533
"Rab22a",5.65423697430469,6.00163136510015,5.6927130813498,5.60240089607089,6.09335410613052,6.23581835098135
"Vapb",7.01192868562063,7.27547506231693,7.43155387141379,7.11561988264373,7.08270600182243,7.38339821388557
"Stx16",6.59294600942945,6.73292448028495,6.69298507753643,6.56317153869285,6.31712927429579,6.50854315120284
"Npepl1",4.88929323881994,4.93093800993901,4.80023011126136,3.89855366577352,4.66555406237338,4.56583751298517
"Gnas",9.78072723480455,9.85711898994806,10.1772572840693,10.2845244208535,9.7756796090283,10.1439388423109
"Gm30189",2.52693445426876,2.50176993069097,2.09422497246909,2.49191803128121,2.14294457347419,2.36460956107877
"Nelfcd",5.37300591444547,5.31032346599054,5.60801780214622,5.17170675393641,4.93061986913542,4.72984100568217
"Ctsz",5.18812817751657,5.16491294158538,5.21898574623224,4.76662631939747,4.94210455032923,5.14754228897222
"Atp5f1e",8.73658807563616,8.38256650222951,8.62624958435044,8.07740351516821,8.50756841599434,8.37032791393034
"Prelid3b",6.97329359949476,6.99833012441695,7.04603090352927,7.35747318997332,6.98059600414534,7.06027595397939
"Gm14399",4.13493611920612,3.99621125683959,4.00594017193134,3.92084369475952,4.28754009047398,3.77654619601075
"Gm14391",2.82276105642206,3.54918474372828,3.77116580203317,3.25893908153402,3.25327912308857,3.18122132528013
"Gm14438",7.63359496861817,7.74605467190024,8.11332291268329,7.15140727804816,7.5523932311218,7.5654372419644
"Gm4631",3.97566089493357,3.77822527027328,3.62207837743433,3.62752306139085,3.98847728836592,3.48661959579657
"Gm4724",3.99951966097768,3.57650478091466,3.62207837743433,4.06791679932231,3.87322111800584,3.84970297115924
"Gm11007",3.74106619916083,3.49294183855429,3.55784415572788,4.02740326106561,4.07448014027016,3.81358824190298
"Zfp969",3.65354942025939,3.60331706418307,3.30741377857489,3.5438247928744,3.6107612760736,3.73852795430435
"Gm2007",3.90162170915589,3.43441706722795,3.4906161732574,4.00671171178923,4.0534552779609,3.88493568129438
"Gm2026",3.46077334248254,3.75449962937953,3.34596272362303,3.75705758265082,3.94347361123474,3.53177856796953
"Gm2004",3.19752931216874,3.30972428384785,3.05160648256656,3.60015964157706,3.28969459822072,3.12338929597895
"2210418O10Rik",3.90162170915589,4.18554265395136,3.79921981219419,4.20137412737847,3.69463043161127,4.33054050408088
"Gm14434",3.71247978713511,3.62964012329699,3.55784415572788,4.04780223738321,4.07448014027016,3.95292033579608
"Gm14308",3.95140091689552,3.46397619907908,4.00594017193134,3.92084369475952,4.09520299641377,4.01784498138544
"Gm14295",3.92672600207469,3.70584472554122,4.02981562624209,3.89855366577352,3.9661509242411,3.98574784785792
"Gm14296",3.92672600207469,4.3046883729352,3.77116580203317,4.14568266988757,3.6107612760736,4.33054050408088
"Gm14419",1.87371322506317,1.05879712119898,1.79314311508787,1.913641969516,2.36397439915429,1.59053768549306
"Gm14410",1.97345879758014,1.33957609166922,2.00067616662666,2.43110014787153,1.78309583063871,1.89702919456543
"Zfp970",1.52493092590977,2.61149678139333,2.61979119336689,2.08134159948079,1.43850534879403,2.02887820960346
"Gm14325",3.02228029476958,3.24308878302888,2.61979119336689,3.07240562731848,2.82737980900929,2.1496800123419
"Gm14326",3.76909717112508,3.89133146454953,3.90627938787231,3.73206443733977,3.82441059659312,3.77654619601075
"Taf4",4.54474270716487,4.57232030549364,4.42141547256786,4.46675853406739,4.51987968766555,4.6501684656572
"4921531C22Rik",2.82276105642206,1.95363631554836,2.26488201239723,2.23156192092153,2.55559668513252,2.46114924268585
"Lsm14b",5.18812817751657,4.97266480381564,4.75797187718194,5.34655436971749,5.10423025796434,5.07312143690008
"Psma7",8.54114782347939,8.48883832389873,8.33313366047443,9.09880881038708,8.76283282403755,8.89799520812038
"Ss18l1",1.23453295777507,2.11138918604878,2.09422497246909,1.82186614219695,1.43850534879403,2.63677331011049
"Mtg2",3.90162170915589,4.28825823415831,3.71336617944407,3.60015964157706,3.74795142969877,3.84970297115924
"Osbpl2",4.75557700099603,4.98291062076346,4.81404552928195,5.04552096477002,4.91904302915516,5.23205840633153
"Adrm1",7.97183273685134,8.24141210808616,7.69498879896105,7.92997178747289,8.04576265927262,8.15991510910538
"Lama5",7.96730293383045,8.09441550070379,7.36507190727492,7.57863207148727,7.67618714822251,7.39871522949211
"Rps21",10.7299384414095,10.9021327316855,11.3923919243078,11.1584043275304,10.924382885677,11.3014770756583
"Cables2",5.26887667485399,5.04290292928065,5.01879551657298,4.88472816162789,5.06274672882604,5.36276791271975
"Gm29943",2.76825054209731,2.03466788228873,2.34319264003948,2.30118652876018,2.22044522626453,1.89702919456543
"Gata5",5.05784188428917,5.01321858882344,5.03067673132634,4.63798743939966,4.88374446260953,5.13296207077067
"Slco4a1",6.82428926461953,6.91784355026818,6.39967475605508,7.4330841440398,7.54864168040796,7.27136863694324
"Mrgbp",4.372727441504,4.14961210187573,4.42141547256786,4.90723115989214,4.26942003612973,4.16842009359679
"Ogfr",5.13526448492671,5.52886469514026,5.76561876119812,5.37911762434122,4.91904302915516,5.69602396782142
"Dido1",5.28837686774252,5.28570473045457,5.01879551657298,5.2264212667466,5.15446154190371,5.36276791271975
"Gid8",5.52868526206332,5.57700282198069,5.60006586152132,6.06454098889846,5.72580135008745,5.87315009384559
"Slc17a9",3.35377751737055,2.94070961633268,3.59031873076807,2.71239433567871,2.77696558888671,2.7933195022932
"Ythdf1",6.38224821340101,6.31718747467061,6.42690245442166,6.20285195068623,6.20719826030735,6.31545396780928
"Arfgap1",5.42678735790173,5.66871287803369,5.4838756326616,5.11483510307958,5.45626675141798,4.76808584172875
"Ppdpf",7.3936155095674,7.51317438842291,7.01347154388932,7.07644208749046,7.45954853509832,7.5681493322853
"Helz2",3.76909717112508,3.91292625679574,4.42141547256786,3.94279457013396,3.6107612760736,3.53177856796953
"Gmeb2",5.34534418225382,5.17388446406659,5.22933308693952,5.44980396348918,5.2591748979359,5.2988929537939
"Rtel1",4.76952029939888,5.07198878953221,5.3385094520689,4.99388924980529,4.91904302915516,4.58738687302213
"Arfrp1",5.4615591631226,5.30216381016865,5.54314013164132,5.31323911965368,5.14455422634564,5.0422438404568
"Zgpat",3.42598236199157,3.57650478091466,3.22708099968714,3.39253986665381,3.21592062000991,3.57556678110855
"Lime1",3.15567214075682,3.57650478091466,2.61979119336689,2.71239433567871,2.4307167545531,3.34198648250476
"Slc2a4rg-ps",2.52693445426876,3.02245021917611,2.5554527502089,2.49191803128121,2.87609165200095,2.86565150151664
"Tpd52l2",6.62397544838928,6.71151951556533,6.75159055610509,6.90813736065201,6.67122661007202,6.7378176477803
"Dnajc5",7.35020363684158,7.32464104235888,7.45378631116655,7.18862667136393,7.33003819473344,7.05641795880534
"Uckl1",5.63912767001691,5.51481067984227,5.27998502564407,4.79103280812607,5.14455422634564,5.25916488602646
"Zfp512b",2.31511418741164,2.71346479097889,2.18207540977542,1.50526006255554,2.92321234329378,2.7933195022932
"Samd10",3.31627310827046,3.54918474372828,3.4906161732574,3.14993628827931,3.49076672401328,3.65934707737434
"Prpf6",5.7557905726298,5.73689156967185,5.38552922117755,5.83145164054692,5.74559898159049,5.62486554379175
"Tcea2",2.31511418741164,1.7764917174018,1.08761985720896,1.38214180339609,2.06104310823683,2.1496800123419
"Rgs19",6.29817564854964,6.11776396518617,6.19317260290603,6.23878363199416,6.2214065322737,6.03088831873151
"Pcmtd2",2.5911518385325,2.31974367503865,3.4906161732574,3.07240562731848,3.17756894561157,3.29036331135562
"Polr3k",6.72403046349254,6.90712329675316,7.0576908224651,7.05140445341264,6.91508792323288,6.99727469433995
"Zfhx4",2.31511418741164,2.25358008780342,1.08761985720896,1.61869267375825,2.14294457347419,1.40881848446701
"Pex2",5.19847238256048,5.07198878953221,5.51803856334889,5.34655436971749,5.16430128543725,5.43586245276269
"Zc2hc1a",3.8760728295363,3.75449962937953,3.4906161732574,3.92084369475952,3.13816984764143,3.48661959579657
"Mrps28",6.06933175496598,6.25090381620958,5.98299821663675,6.54534816316265,6.43967286083077,6.29595336826654
"Tpd52",6.97630254068924,7.45548116549267,8.12306687079327,8.176837891733,7.53921990028631,8.20765864520292
"Zfp704",4.51194140662399,4.77458750349459,4.75797187718194,5.1244707665049,5.19342414696558,4.96202858242096
"Fabp5",5.63912767001691,5.34250827656924,6.03110709120637,6.47553710150199,6.15387030434277,6.44504152893702
"Impa1",6.25422776585596,6.44867535297065,6.67037935432109,6.85703554137399,6.41515885737772,6.55303145717537
