"","control_1.bam","control_2.bam","control_3.bam","knockdown_1.bam","knockdown_2.bam","knockdown_3.bam"
"Ctsm",0,0,0,0,0,0
"Cts3",0,0,0,0,0,0
"Gm21933",0,0,0,0,0,0
"Gm20599",0,0,0,0,0,0
"Gm7622",8,17,18,15,24,11
"Gm48116",0,0,0,0,0,0
"Gm6436",124,176,339,193,161,96
"Gm9595",1,1,4,4,4,1
"BC052688",0,0,0,0,1,0
"Gm7240",5,7,3,1,3,3
"Gm35619",0,0,0,0,0,0
"Gm21935",0,0,0,0,0,0
"Gm3325",26,31,25,35,31,18
"Gm40977",0,0,0,0,1,0
"Zfp808",2,2,6,6,10,2
"2810408B13Rik",6,11,4,8,10,6
"Gm24539",0,0,0,0,0,0
"Gm3338",0,0,0,0,0,0
"Gm19792",0,0,1,0,0,0
"Gm53216",0,0,0,0,0,0
"Gm3604",381,347,344,860,548,305
"Gm23855",0,0,0,0,0,0
"Gm53788",0,0,0,1,0,0
"Zfp935",4,10,13,11,7,7
"Gm21145",0,1,1,3,1,1
"Zfp934",7,7,12,5,9,6
"LOC118568050",14,9,9,13,10,2
"Gm24095",12,18,14,18,20,16
"Gm38639",6,0,0,3,2,7
"Zfp1008",1,0,4,2,1,1
"Gm36298",1,0,2,1,1,0
"Platr25",11,12,4,5,15,7
"Mir713",0,0,0,0,0,0
"Gm5141",4,1,4,7,4,1
"Gm25448",0,0,0,0,0,0
"Fbp2",153,151,103,386,264,144
"Fbp1",0,0,0,0,0,0
"Gm38679",0,0,0,0,0,0
"Gm40981",0,0,0,0,0,0
"Aopep",207,180,169,258,205,150
"Gm46422",0,0,0,0,0,0
"Gm30409",1,3,4,4,0,3
"Gm16907",1,0,0,0,0,0
"Mir23b",0,0,0,0,0,0
"Mir27b",0,0,0,0,0,0
"Mir3074-1",0,0,0,0,0,0
"Mir24-1",0,0,0,0,0,0
"Fancc",43,39,27,27,33,21
"Ptch1",48,63,36,57,61,40
"Gm30655",0,0,0,0,0,0
"Gm30709",0,0,0,0,0,0
"1700024I08Rik",0,0,0,0,0,0
"Ercc6l2",43,51,47,67,34,43
"Gm46423",0,0,0,0,0,0
"Gm30950",0,0,0,0,0,0
"Gm30999",1,0,0,0,0,0
"Hsd17b3",0,0,0,0,0,0
"Slc35d2",70,67,54,94,84,49
"Zfp367",9,20,37,31,22,31
"Habp4",81,89,63,62,87,45
"Cdc14b",146,150,128,133,106,105
"Gm46424",0,0,0,0,0,0
"1810034E14Rik",8,13,3,9,15,7
"Prxl2c",138,136,136,137,150,97
"Gm31128",0,0,0,0,0,0
"Ctsl",1171,1255,1060,1707,1354,939
"1700015C15Rik",0,0,0,0,0,0
"Cdk20",45,50,41,32,30,26
"Gm31218",0,0,0,0,0,0
"Fam240b",0,0,0,0,0,0
"Cntnap3",0,0,0,0,0,0
"Spata31",0,0,0,0,0,0
"Gm6888",0,0,0,0,0,0
"Spata31d1c",0,0,0,0,0,0
"Prss47",0,0,0,0,0,0
"Mfsd14b",18,76,89,128,81,90
"Gm3785",13,4,7,14,5,16
"Or9s18",0,0,0,0,0,0
"Gm24130",0,0,0,0,0,0
"Nlrp4f",0,0,0,0,0,0
"Gm36445",3,2,2,3,4,3
"Gm10775",0,0,0,0,0,0
"Zfp369",106,82,81,100,92,58
"Gm7762",0,0,0,0,0,0
"Gm53789",0,0,0,0,0,0
"Gm40983",0,0,0,0,0,0
"Gm40982",0,0,0,0,0,0
"Gm31714",0,0,0,0,0,0
"Cbx3-ps5",10,6,5,12,8,0
"Gm53790",0,0,0,0,0,0
"Zfp1000",0,0,0,0,0,0
"Gm19428",0,0,0,0,0,0
"LOC118568054",10,10,4,11,10,2
"Gm19448",0,0,0,0,0,0
"Gm53057",0,0,0,0,0,0
"Gm40986",0,0,0,0,0,0
"LOC118568056",5,6,2,8,6,2
"Gm17353",0,0,0,0,0,0
"Gm32476",0,0,0,0,0,0
"Gm46425",0,0,0,0,0,0
"Gm40987",0,0,0,0,0,0
"Rybp-ps",125,170,163,234,138,132
"Zfp997",0,0,0,0,0,0
"Gm45965",0,0,0,0,0,0
"Zfp999",0,0,0,0,0,0
"Gm57609",0,0,0,0,0,0
"Gm46426",0,0,0,0,0,0
"Gm46395",0,0,0,0,0,0
"Gm26715",0,0,0,0,0,0
"Gm33043",0,0,0,0,0,0
"Zfp998",0,0,0,0,0,0
"Gm46428",0,0,0,0,0,0
"Gm46427",0,0,0,0,0,0
"Gm45966",0,0,0,0,0,0
"Gm53203",0,0,0,0,0,0
"Gm46429",0,0,0,0,0,0
"Zfp640",0,0,0,0,0,0
"Gm40988",0,0,0,0,0,0
"Gm52033",0,0,0,0,0,0
"Gm40989",1,0,1,1,0,0
"Gm57610",0,0,0,0,0,0
"Gm10323",0,0,0,0,0,0
"Gm5451",54,59,65,52,59,33
"Uqcrb",48,45,23,75,80,55
"Ramacl",12,11,17,28,33,14
"Mterf3",37,61,46,96,70,52
"Ptdss1",314,337,292,402,150,219
"4933433G19Rik",0,0,0,0,0,0
"Zfp712",2,6,1,7,5,5
"Zfp708",1,1,0,0,1,2
"LOC118568057",0,0,0,0,0,0
"Rslcan18",0,2,0,2,4,1
"Zfp759",1,0,1,1,0,0
"Rsl1",17,23,14,25,14,13
"Gm9626",0,0,0,0,0,0
"Zfp455",0,0,0,1,4,0
"Zfp458",4,2,3,5,7,0
"F630042J09Rik",0,0,0,0,0,0
"Zfp457",0,0,0,0,0,0
"Zfp595",6,2,12,8,7,11
"Zfp953",2,2,0,1,5,3
"Gm17039",0,0,1,2,1,1
"Zfp456",3,1,0,3,2,1
"Zfp429",11,8,19,18,4,7
"Zfp459",5,6,5,6,3,3
"Gm33787",0,0,0,0,0,0
"Zfp874a",1,4,2,5,3,3
"Gm7928",0,0,0,0,0,0
"Zfp874b",10,13,10,5,16,14
"Zfp58",11,5,15,10,11,2
"Zfp87",10,5,9,7,10,4
"Zfp748",9,1,8,16,17,13
"9430065F17Rik",2,0,0,2,0,1
"Zfp729b",6,2,2,7,6,3
"Zfp729a",6,14,10,30,24,9
"Gm46439",42,25,40,42,41,21
"Zfp738",1,5,8,4,7,6
"Zfp65",26,32,28,32,28,29
"Zfp85os",2,3,2,1,1,2
"Zfp85",0,3,2,3,3,2
"Zfp493",12,12,6,6,6,6
"4930525G20Rik",0,1,0,2,1,0
"Zfp273",0,1,0,0,0,2
"Krbox5",1,1,1,3,2,0
"BC048507",1,0,0,0,2,0
"Gm7969",2,3,2,1,3,1
"Urml",9,11,10,32,16,17
"Gm8016",1,1,0,1,3,2
"Gm46386",0,0,0,0,0,0
"Mtrr",113,155,104,120,109,70
"Fastkd3",41,83,95,127,76,57
"Cfap90",0,0,0,0,0,0
"Gm34903",0,0,0,0,0,0
"Adcy2",0,0,0,0,0,0
"Gm35161",0,0,0,0,0,0
"Gm35049",0,0,0,0,0,0
"Gm26844",0,0,0,0,0,0
"Gm35444",0,0,0,0,0,0
"Gm35514",0,0,0,0,0,0
"Tent4a",132,147,125,163,109,79
"A930018O16Rik",0,0,2,1,0,0
"A530095I07Rik",0,0,0,0,0,0
"Srd5a1",284,252,254,386,381,242
"Nsun2",296,442,295,285,332,240
"Gm52059",0,0,0,1,0,0
"Gm35618",0,0,0,0,0,0
"Gm40994",0,0,0,0,0,0
"Gm40993",0,0,0,0,0,0
"Ube2ql1",0,0,0,0,0,0
"4930547H16Rik",0,0,0,0,0,0
"Gm20288",0,0,0,0,0,0
"Med10",321,371,392,519,423,265
"4933416O17Rik",0,0,0,0,0,0
"Gm36019",0,0,0,0,0,0
"1700084F23Rik",0,0,0,0,0,0
"Gm47655",628,602,940,1012,626,530
"Gm3772",0,0,0,0,0,0
"Gm26018",0,0,0,0,0,0
"4930520P13Rik",0,0,0,0,0,0
"Gm36216",0,0,0,0,0,0
"Gm36267",0,0,0,0,0,0
"1700100L14Rik",0,0,0,0,0,0
"Ice1",126,131,142,179,133,93
"Gm40996",1,0,0,0,0,0
"D030007L05Rik",0,0,0,0,0,0
"Gm36377",0,0,0,0,0,0
"Gm36474",0,0,0,0,0,0
"Gm36426",0,0,0,0,0,0
"Gm36607",0,0,0,0,0,0
"Adamts16",0,0,0,0,0,0
"Gm53783",0,0,0,0,0,0
"Gm36529",0,0,0,0,0,0
"8030423J24Rik",0,0,0,0,0,0
"Gm53784",0,0,0,0,0,0
"Gm36734",0,0,0,0,0,0
"Gm38191",0,0,0,0,0,0
"Gm36785",0,0,0,0,0,0
"Gm40997",0,0,0,0,0,0
"Mir466f-4",0,0,0,0,0,0
"Gm40998",0,0,0,0,0,0
"1700112M02Rik",0,0,0,0,0,0
"Gm40999",0,0,0,0,0,0
"Irx1",0,0,1,0,0,0
"Gm4052",0,0,0,0,0,0
"Gm4057",0,0,0,0,0,0
"Gm41000",0,0,0,0,0,0
"Gm38580",0,0,0,0,0,0
"Irx2",1,1,1,6,6,2
"Gm20554",0,0,0,0,0,0
"Gm41001",0,0,0,0,0,0
"D730050B12Rik",0,0,0,0,0,0
"Gm30049",0,0,0,0,0,0
"Gm30154",0,0,0,0,0,0
"4930555K05Rik",0,0,0,0,0,0
"Irx4",0,0,0,0,0,0
"Ndufs6",1339,1532,1388,1402,1314,932
"Mrpl36",501,604,380,562,508,386
"Eprn",2,5,2,3,1,2
"Lpcat1",42,52,38,37,58,40
"Slc6a3",0,0,0,0,0,0
"Clptm1l",680,725,651,725,665,504
"Tert",24,30,17,24,27,10
"Slc6a18",0,0,0,0,0,0
"Slc6a19",8,7,3,12,9,5
"Slc6a19os",0,0,0,0,0,0
"Slc12a7",168,183,178,304,285,153
"Nkd2",1,2,4,1,0,1
"Gm8062",55,69,96,48,44,37
"Gm30303",0,0,0,0,0,0
"Gm30432",0,0,0,0,0,0
"Trip13",224,293,262,251,245,164
"Gm57611",0,0,0,0,0,0
"Brd9",153,139,153,137,147,109
"Gm41002",0,0,0,0,0,0
"Zdhhc11",0,0,0,0,0,0
"Gm15912",0,3,1,2,2,0
"Tppp",7,0,2,3,5,2
"Cep72",18,19,16,22,25,9
"Slc9a3",0,0,0,0,0,0
"Gm41003",0,0,0,0,0,0
"Exoc3",107,137,86,124,111,81
"Ahrr",4,1,1,3,0,1
"Pdcd6",508,449,616,770,676,383
"Sdha",337,574,532,747,657,479
"Ccdc127",179,155,191,191,158,138
"Lrrc14b",2,1,1,5,1,3
"Zfp72",2,4,8,4,9,4
"Mir692-3",434,1489,597,481,1144,693
"Gm41004",0,0,0,0,0,0
"E430024I08Rik",18,16,14,21,22,18
"Gm57595",0,0,1,0,2,0
"Zfp825",9,5,8,8,7,12
"Gm57808",0,0,0,0,1,0
"Gm57809",0,0,0,0,0,0
"Gm46430",10,8,13,6,12,5
"Erap1",25,25,29,47,30,16
"Cast",203,210,222,264,281,168
"Gm30867",0,0,0,0,0,0
"Pcsk1",0,0,0,0,0,0
"Gm53804",1,0,3,2,2,4
"Mir682",3289,3249,3953,4516,3201,2739
"1700037F03Rik",0,0,0,0,0,0
"Gm23012",0,0,0,0,0,0
"Ell2",148,211,187,136,129,76
"Gm23127",1,0,1,0,0,0
"Gm41005",0,0,0,0,0,0
"Glrx",93,132,103,194,177,104
"Rhobtb3",13,9,32,9,13,10
"Gm24163",0,0,0,0,0,0
"Spata9",0,2,1,1,0,1
"Gm23319",0,0,0,0,0,0
"Rfesd",14,20,21,21,32,23
"Gm4165",0,0,0,0,0,0
"Gm52035",0,0,0,0,0,0
"Gpr150",0,0,0,0,0,0
"Arsk",10,21,12,27,26,14
"Gm41006",0,0,0,0,0,0
"Gm31161",0,0,0,0,0,0
"Skic3",79,107,66,106,75,69
"Fam81b",0,0,0,0,0,0
"Gm31219",0,0,0,0,0,0
"Gm31516",0,0,0,0,0,0
"Mctp1",0,0,0,0,1,0
"Gm46431",0,0,0,0,0,0
"Gm24519",0,0,0,0,0,0
"Gm21959",0,0,0,0,1,0
"Slf1",33,41,34,45,58,30
"LOC118568040",2,1,0,0,0,0
"2210408I21Rik",2,4,3,4,6,3
"Gm26088",0,0,0,0,0,0
"Arb2a",3,4,5,10,5,9
"Pou5f2",8,10,3,7,5,3
"Gm38604",0,3,2,0,2,2
"3110006O06Rik",1,2,1,0,0,0
"Nr2f1",76,107,87,151,107,67
"A830082K12Rik",28,21,19,30,19,20
"Gm46387",0,0,0,0,0,0
"Gm3963",0,0,0,0,0,0
"Gm52052",0,0,0,0,0,0
"Gm41007",0,0,0,0,0,0
"Gm31946",0,0,0,0,0,0
"Gm32067",0,0,0,0,0,0
"Gm25383",0,0,0,0,0,0
"Gm24863",0,1,0,0,0,1
"Gm19320",0,0,0,0,0,0
"Gm24635",0,0,0,0,0,0
"Gm46388",0,0,0,0,0,0
"Arrdc3",49,64,34,68,69,55
"5430425K12Rik",5,0,2,6,3,1
"Gm4211",0,2,0,0,2,0
"9330111N05Rik",0,0,0,0,0,0
"Adgrv1",0,0,0,1,0,0
"Gm32639",0,0,0,0,0,0
"Lysmd3",9,20,9,32,17,21
"Polr3g",63,53,75,94,61,38
"Mblac2",46,47,53,72,82,34
"Cetn3",511,449,445,515,453,268
"Gm32836",0,0,0,0,0,0
"Gm41008",0,0,0,0,0,0
"Gm41009",0,0,0,0,0,0
"Gm24295",0,0,0,0,0,0
"Mir3961",0,0,0,0,0,0
"Gm33073",0,0,0,0,0,0
"Gm33217",0,0,0,0,0,0
"Gm33274",0,0,0,0,0,0
"Mef2c",1,1,2,0,1,1
"Gm26803",1,0,0,0,0,0
"Mir9-2hg",2,2,1,6,0,6
"Mir9-2",0,0,0,0,0,0
"Mir9b-2",0,0,0,0,0,0
"Gm52045",0,0,0,0,0,0
"2810049E08Rik",0,0,0,0,0,0
"Gm17750-gm4241",0,0,0,0,0,0
"Gm4241",0,0,0,0,0,0
"Gm8447",0,0,0,0,0,0
"Gm17750",2,0,0,0,0,0
"Gm8456",0,0,0,0,0,0
"A230107N01Rik",2,1,0,1,1,1
"Tmem161b",12,15,19,17,19,27
"Gm46432",0,0,0,0,0,0
"Gm41011",3,3,3,3,1,3
"Gm34196",0,0,0,0,0,0
"Gm34246",0,0,0,0,0,0
"Gm4059",0,0,0,0,0,0
"LOC118568041",2,4,0,2,13,0
"Ccnh",101,197,147,213,172,153
"Rasa1",7,28,20,60,45,35
"Gm46396",0,0,0,0,0,0
"Gm34526",0,0,0,0,0,0
"Cox7c",1293,1396,1852,2288,1902,1237
"Snord138",0,3,3,3,1,1
"Gm51420",0,0,0,0,0,0
"Gm41012",0,0,0,0,0,0
"Gm34585",0,0,0,0,0,0
"Edil3",1,2,10,2,1,1
"Gm38504",0,2,0,1,0,0
"Gm46433",0,1,1,0,1,1
"Gm34699",0,0,0,0,0,0
"Hapln1",0,0,0,1,0,0
"Gm53805",0,0,0,0,0,0
"Vcan",6,3,4,9,3,5
"Gm4117",1,2,1,1,0,0
"Gm50611",0,2,0,0,0,0
"Xrcc4",53,46,33,62,43,18
"Tmem167",171,191,137,194,215,149
"Gm24507",0,1,0,0,0,0
"Gm41013",0,0,2,0,0,0
"Gm29680",1,1,1,0,2,0
"Gm35111",0,0,0,0,0,0
"Atp6ap1l",0,0,0,0,0,0
"Rps23",4963,4233,6807,7740,5455,3841
"Atg10",11,22,15,23,18,14
"Gm17450",0,0,0,0,0,0
"Gm41014",0,0,0,0,0,0
"A830009L08Rik",0,0,0,0,0,0
"Ssbp2",8,7,10,9,17,3
"Gm41016",0,0,0,0,0,0
"4833422C13Rik",0,0,0,2,2,0
"Gm22778",0,0,0,0,0,0
"Acot12",2,0,0,0,1,1
"Zcchc9",124,132,165,203,189,102
"Ckmt2",0,0,0,0,0,0
"Rasgrf2",11,3,7,15,17,10
"Gm46435",0,0,0,0,0,0
"Msh3",28,30,38,48,61,37
"Gm20379",6,6,1,8,6,3
"Dhfr",288,319,223,341,365,217
"Ankrd34b",0,0,0,0,0,0
"Fam151b",13,13,8,24,12,15
"Gm52060",0,0,0,0,1,0
"Zfyve16",24,23,27,24,43,22
"Spz1",0,0,0,0,0,0
"Serinc5",13,20,18,23,20,17
"Gm41018",0,0,0,0,0,0
"Thbs4",0,0,3,3,1,0
"Mtx3",53,47,33,54,44,28
"Gm31630",0,0,0,1,0,0
"Gm41019",0,0,0,0,0,0
"Cmya5",0,0,0,0,0,0
"Gm31745",0,0,0,0,0,0
"Gm4814",0,0,0,0,0,0
"A630019I02Rik",0,0,0,0,0,0
"Tent2",23,23,142,66,48,94
"Gm41020",0,0,0,0,0,0
"Homer1",22,21,36,25,29,18
"Jmy",12,42,28,36,43,34
"Gm6109",461,501,449,996,677,489
"Gm30155",0,0,0,0,0,0
"Gm31977",0,0,0,0,0,0
"Bhmt",0,0,0,0,1,0
"Bhmt2",0,0,0,0,0,0
"Dmgdh",1,0,0,0,0,0
"AW495222",0,0,0,0,0,0
"Gm41021",0,0,0,0,0,0
"Arsb",72,59,78,97,79,51
"Mir5624",0,0,0,0,0,0
"Gm24737",0,0,0,0,0,0
"Lhfpl2",3,6,6,8,8,5
"Gm57596",0,0,0,0,0,0
"Scamp1",108,98,80,140,126,70
"Gm32089",0,0,0,0,0,0
"Gm38653",14,7,4,8,14,8
"Gm41022",0,0,0,0,0,0
"Ap3b1",157,176,166,221,189,139
"Gm9776",0,0,0,0,0,0
"Gm32305",0,0,0,0,0,0
"Gm32351",0,0,0,0,1,0
"Gm46389",0,0,0,0,0,0
"Tbca",689,698,558,981,697,480
"Otp",0,0,0,0,0,0
"Wdr41",57,57,47,62,69,42
"Gm41024",3,0,0,0,1,1
"Gm48350",0,0,0,0,0,0
"Pde8b",2,1,3,1,1,1
"Gm41025",0,0,1,0,1,0
"Zbed3",63,171,91,47,121,62
"Snora47",0,0,0,0,0,0
"Gm22661",0,0,0,0,0,0
"Gm53806",0,0,0,0,0,0
"Aggf1",125,152,123,143,123,68
"Crhbp",0,0,0,0,0,0
"Gm52025",0,0,0,0,0,0
"S100z",2,6,2,4,2,0
"F2rl1",323,345,300,457,301,231
"Gm53807",0,0,0,1,1,0
"Gm32640",1,0,0,0,0,0
"F2r",234,265,192,258,190,164
"Iqgap2",243,202,196,364,371,232
"Gm33074",3,3,0,4,3,2
"Gm48745",0,0,0,5,0,0
"F2rl2",0,0,2,0,1,0
"Gm52062",2,2,2,4,1,1
"Gm32702",3,4,0,1,2,3
"Gm24032",0,0,0,0,0,0
"Sv2c",0,0,0,0,0,0
"Gm57605",0,0,0,0,0,0
"Gm23955",0,0,0,0,0,0
"Gm29543",0,0,0,0,0,0
"Poc5",64,75,45,68,55,28
"Ankdd1b",3,7,10,6,9,4
"Polk",93,83,82,113,92,56
"Cert1",196,262,244,197,234,128
"Gm46436",1,0,2,3,4,1
"Hmgcr",390,310,286,416,359,207
"Gm33171",0,0,0,0,0,0
"Ankrd31",0,0,0,0,0,0
"Gm57606",0,0,0,0,0,0
"Gcnt4",11,19,8,20,16,11
"Gm41027",0,0,0,0,0,0
"Gm41028",0,0,0,0,0,0
"1700029F12Rik",0,0,0,0,0,0
"Fam169a",4,0,4,3,3,2
"Nsa2",992,1081,1103,1092,1129,764
"Gfm2",23,29,25,27,26,13
"Hexb",6,4,4,12,13,7
"Enc1",126,74,98,165,105,80
"Gm33390",0,0,0,0,0,0
"Gm33447",0,0,0,0,0,0
"Lncenc1",0,2,1,1,0,0
"Gm2379",0,0,0,0,2,0
"Gm41030",0,2,0,1,1,1
"Gm41029",0,0,0,0,2,0
"Gm5086",0,0,0,2,2,1
"Gm34087",0,0,0,0,0,0
"5330416C01Rik",0,0,0,0,0,0
"Rps18-ps4",509,652,1185,720,580,460
"Gm41031",0,0,0,0,0,0
"Gm34388",0,0,0,0,0,0
"Arhgef28",118,168,154,200,152,96
"Gm57601",0,0,0,0,0,0
"Gm34469",0,0,0,0,0,0
"Utp15",140,148,103,125,141,97
"Ankra2",127,119,141,166,125,78
"Gm21976",0,0,0,0,0,0
"Btf3",1933,2045,1240,2147,2381,1284
"Gm9828",4,5,3,10,3,4
"Foxd1",2,3,0,8,4,4
"2310005E17Rik",0,0,0,0,0,0
"Gm46437",0,0,0,0,0,0
"Gm52050",0,0,0,0,0,0
"Gm10320",15,13,31,15,8,7
"Gm41032",10,17,43,50,23,15
"Gm41033",0,0,0,0,0,0
"Gm48049",0,0,0,0,0,0
"Tmem174",0,0,0,0,0,0
"Tmem171",327,302,213,158,237,143
"Gm9465",1,0,2,0,2,0
"Fcho2",14,15,23,16,22,10
"Gm34995",0,0,0,0,0,0
"Tnpo1",205,303,219,364,338,258
"Rpl27a-ps4",819,910,625,1494,915,638
"Gm52051",1,0,3,2,2,1
"Gm35215",0,0,0,0,0,0
"Gm47052",0,0,0,0,0,0
"H2bl1",0,0,0,0,0,0
"Gm53808",2,10,6,1,12,11
"Gm35279",1,0,0,0,0,0
"Gm35493",0,0,0,0,0,0
"2310020H05Rik",0,0,0,0,0,0
"Gm52030",0,0,0,0,0,0
"Gm807",2,5,6,5,3,5
"Gm45938",0,0,0,0,0,0
"Gm53809",0,0,0,0,0,0
"Gm41036",0,0,0,0,0,0
"Zfp366",0,0,0,0,0,0
"Ptcd2",264,310,260,290,247,185
"Mrps27",182,155,83,95,108,92
"6430562O15Rik",0,3,0,0,0,0
"Map1b",548,445,532,534,533,290
"Gm26559",6,8,4,3,7,2
"Gm24471",0,0,0,0,0,0
"Cartpt",0,0,0,0,0,0
"Gm41039",0,0,0,0,0,0
"Mccc2",50,65,44,72,65,49
"Bdp1",52,51,62,66,81,46
"Serf1",124,110,120,180,172,61
"Smn1",466,533,446,333,517,290
"Naip2",50,35,32,98,71,61
"Naip5",2,2,4,4,3,2
"Naip6",0,0,1,0,0,2
"Naip1",0,3,1,0,0,1
"Gtf2h2",95,88,81,140,121,104
"Ocln",22,34,14,36,26,29
"Gm57598",0,0,0,0,0,0
"Marveld2",24,21,24,21,15,13
"Gm24261",0,0,0,0,0,0
"Rad17",89,99,105,117,94,76
"Ak6",339,311,336,366,310,207
"Taf9",200,259,212,373,290,226
"Ccdc125",26,36,30,31,33,28
"Cdk7",237,324,225,364,327,215
"Mrps36",458,540,493,803,583,412
"Cenph",249,220,174,225,230,148
"Ccnb1",268,368,222,287,353,239
"Slc30a5",83,146,78,217,171,115
"Gm41040",0,0,0,0,0,0
"Gm41041",42,25,37,29,40,23
"Gm41042",0,0,0,0,0,0
"Gm36427",0,0,0,0,0,0
"5930438M14Rik",0,0,0,0,0,0
"4933416M06Rik",0,0,0,0,0,0
"Gm2534",10,7,15,15,13,10
"4922502H24Rik",0,0,0,0,0,0
"Gm50503",0,0,0,0,0,0
"Gm36475",0,0,0,0,0,0
"Gm41043",0,0,0,0,0,0
"Gm36553",0,0,0,0,0,0
"Pik3r1",34,40,24,52,65,40
"LOC118568082",3,2,0,0,2,0
"Gm41044",0,0,0,0,0,0
"Gm46397",0,0,0,0,0,0
"Gm36703",0,0,0,0,0,0
"Gm36921",0,0,0,0,0,0
"Gm41045",0,0,0,0,0,0
"Gm29870",0,0,0,0,0,0
"Gm29927",0,0,0,0,0,0
"Gm47014",0,0,0,0,0,0
"Gm41046",0,0,0,0,0,0
"Cd180",0,0,0,0,0,0
"Mast4",63,58,65,49,54,38
"1700099I09Rik",0,0,0,2,0,0
"Gm17160",1,5,3,1,5,0
"Gm30106",0,0,1,1,1,0
"Gm30050",0,0,0,0,0,0
"Gm6211",2,1,2,0,0,0
"Gm5454",1,1,0,2,1,5
"Gm41079",0,0,0,0,0,0
"Gm41047",0,0,0,0,0,0
"Gm30551",0,0,0,0,0,0
"Gm24870",0,0,0,0,0,0
"Srek1",189,164,168,216,215,137
"Gm52054",3,4,0,3,5,2
"Erbin",207,317,326,437,322,238
"D130037M23Rik",5,6,6,13,7,6
"Nln",154,135,163,192,166,106
"Gm30967",0,1,0,0,1,0
"Sgtb",18,11,14,15,22,13
"Trappc13",226,282,279,320,262,160
"Shld3",9,16,21,30,26,8
"Trim23",7,11,14,20,7,15
"Ppwd1",24,30,22,20,28,28
"Cenpk",21,25,25,21,40,14
"Adamts6",4,3,3,4,5,5
"Gm8680",335,425,785,497,427,253
"Cwc27",75,112,117,132,84,72
"Gm53810",6,2,1,4,4,2
"Srek1ip1",228,234,206,303,265,181
"Shisal2b",0,0,0,1,0,0
"Gm41048",0,0,0,0,0,0
"Rgs7bp",0,0,0,0,0,0
"Nt5el",0,0,0,0,0,0
"Rnf180",0,0,0,0,0,0
"Gm25631",0,0,0,0,0,0
"Gm41049",0,0,0,0,0,0
"Gm31130",0,0,0,0,0,0
"Htr1a",0,0,0,0,0,0
"Gm41050",0,0,0,0,0,0
"Gm57602",0,0,0,0,0,0
"Gm48212",0,0,0,0,0,0
"Gm53811",0,0,0,0,3,1
"Gm45940",0,0,0,0,0,0
"Gm30411",0,0,0,0,0,0
"Gm24527",0,0,0,0,0,0
"Ipo11",5,2,1,2,4,2
"Ipo11-lrrc70",0,0,0,0,0,0
"Lrrc70",4,8,1,2,0,1
"Gm57603",0,0,0,0,0,0
"Dimt1",78,85,85,84,97,53
"Kif2a",87,83,88,96,130,70
"3830408C21Rik",0,1,1,0,1,0
"Gm31715",0,0,0,0,0,0
"Gm2736",0,0,0,0,0,0
"Apoo-ps",4,9,5,4,4,3
"AI197445",0,0,0,0,0,0
"Gm31803",0,0,0,0,0,0
"Gm32004",0,0,0,0,0,0
"Gm31920",0,0,0,0,0,0
"Gm32090",0,0,0,0,0,0
"Gm32186",0,0,0,0,0,0
"Gm52061",0,0,0,0,0,0
"1700006H21Rik",0,0,0,0,0,0
"Zswim6",81,77,45,96,108,54
"Gm53812",10,14,6,12,19,7
"Gm41053",0,0,0,0,0,0
"Gm38557",0,0,0,0,0,0
"Gm41054",0,0,0,0,0,0
"B230220B15Rik",0,2,0,2,0,1
"Gm41055",3,3,1,4,3,1
"Smim15",173,233,268,399,281,257
"Ndufaf2",161,186,167,243,158,117
"Gm52057",0,1,1,5,0,0
"Ercc8",25,47,30,32,38,23
"Elovl7",61,108,103,129,97,118
"Gm32376",0,0,0,0,2,0
"Gm30747",0,0,0,0,0,0
"Depdc1b",28,50,26,30,41,17
"Gm41056",3,0,1,0,3,0
"Gm32450",0,0,0,2,2,0
"Gm27572",0,0,0,0,0,0
"Pde4d",117,111,105,161,163,98
"Gm52083",0,0,0,0,0,0
"Mir582",0,0,0,0,0,0
"Gm32703",2,0,0,1,1,0
"Mir1904",0,0,0,0,0,0
"Gm32881",0,0,0,0,0,0
"Rab3c",0,0,0,0,0,0
"Gm53813",0,0,0,0,0,0
"Gm41057",0,0,0,0,0,0
"Gapt",0,0,0,0,0,0
"Gm41058",0,0,0,0,0,0
"Plk2",48,40,34,40,40,18
"Gm32990",0,0,0,0,0,0
"Gm33045",0,0,0,0,0,0
"Gm41059",0,0,0,0,0,0
"Gm33172",0,0,0,0,0,0
"Gm53814",0,0,0,0,0,0
"Gm30839",0,0,0,0,0,0
"4930526H09Rik",0,0,0,0,0,0
"Gm38397",0,0,0,0,0,0
"3110015C05Rik",0,0,0,0,0,0
"Actbl2",0,0,0,0,0,0
"Gm15285",0,0,1,0,1,0
"Gpbp1",84,78,108,132,76,92
"Gm15290",0,0,0,0,0,0
"Gm15286",0,0,0,0,0,0
"Mier3",54,58,56,52,49,32
"Map3k1",9,9,21,25,13,21
"Gm15327",2,3,4,3,1,0
"Gm41060",0,0,0,0,0,0
"Gm15325",0,0,0,0,0,0
"Gm15326",0,0,0,0,0,0
"Gm53815",0,0,0,0,0,0
"Gm15322",0,0,0,0,1,0
"Gm15323",0,0,0,0,0,0
"Gm41061",0,0,0,0,0,0
"Gm41062",3,3,6,1,4,3
"Gm31104",0,0,0,0,0,0
"Gm41063",0,0,0,0,0,0
"Gm33849",0,0,0,0,0,0
"Gm53816",0,0,0,0,0,0
"Ankrd55",2,4,0,1,0,0
