NM_028977.1,482.5,787.2,253.9,0.322,-1.6,0.29,-5.65,1.6e-08,6.4e-04,0,0,777.4,653.8,930.5,180.9,316.7,320.6,197.6
NM_029751.4,13784.3,11395.2,15576.1,1.367,0.5,0.09,5.24,1.6e-07,6.6e-03,0,0,10628.9,10958.9,12597.8,15604.8,15939.9,16102.7,14657.2
NM_029999.4,888.7,1065.3,756.3,0.71,-0.5,0.1,-5.19,2.1e-07,8.3e-03,0,0,1081.7,1085.9,1028.2,727.7,795.5,812.1,689.9
NM_030206.5,3153.1,4443.7,2185.1,0.492,-1,0.11,-9.39,6.2e-21,2.5e-16,0,0,4993.5,3933.1,4404.6,2239.9,2069.9,2312.7,2117.8
NM_031176.2,2639.4,4477.3,1260.9,0.282,-1.8,0.35,-5.25,1.6e-07,6.2e-03,0,0,4748.2,4356.4,4327.2,797.1,1232.7,2104.2,909.7
NM_054042.2,3604.1,5039.5,2527.6,0.502,-1,0.17,-5.78,7.3e-09,2.9e-04,0,0,5284,4079.2,5755.4,2181,2436,2983.9,2509.4
NM_133982.1,252.9,108.5,361.2,3.331,1.7,0.34,5.14,2.8e-07,1.1e-02,0,0,158.6,100.8,66,385.9,346,299,413.8
NM_145619.3,585.1,680.8,513.4,0.755,-0.4,0.08,-5.3,1.2e-07,4.6e-03,0,0,660.3,699.2,682.8,519.5,512.8,517,504.3
NM_153112.3,930.1,341.3,1371.7,4.026,2,0.23,8.58,9.3e-18,3.7e-13,0,0,338.4,415.7,269.7,1404.9,1418,1018,1645.8
NM_172471.2,919.6,1568.6,433,0.276,-1.9,0.19,-9.95,2.5e-23,1.0e-18,0,0,1680.2,1322.8,1702.8,366,427.9,536.1,401.8
NM_173385.3,1827.3,2935.5,996.2,0.34,-1.6,0.29,-5.38,7.4e-08,3.0e-03,0,0,2858.7,2151.7,3796,829.7,790.9,1407.5,956.8
NM_176933.5,231.4,94.6,334,3.549,1.8,0.18,10.19,2.2e-24,8.6e-20,0,0,83,109.6,91.3,336.5,332.1,295.1,372.2
NM_181318.4,43.6,10.1,68.7,6.953,2.8,0.42,6.67,2.5e-11,9.9e-07,0,0,7.4,13.9,9,58.9,80.3,56.1,79.4
