ensembl_transcript_id,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3
XR_003954022.1,0,0,0,0,0,0
XR_003954023.1,0,0,0,0,0,0
XR_003954024.1,11.43,11.564,23.906,32.317,19.434,14.667
XR_003954025.1,0,0,0,0,0,0
XR_003954026.2,1.175,1,6.001,0,3.012,1
XR_003954027.2,0,0,0,0,0,0
XR_003954028.2,0,0,0,0,0,0
XR_003954029.1,0,0,0,0,0,0
XR_003954030.1,0,0,0,0,0,0
XR_003954031.1,0,0,0,0,0,0
XR_003954033.1,0,0,0,0,0,0
XR_003954034.1,0,0,0,0,0,0
XR_003954036.2,0,0,0,0,0,0
XR_003954037.1,0,0,0,0,0,0
XR_003954038.1,0,0,0,0,0,0
XR_003954039.1,0,0,0,0,0,0
XR_003954040.1,0,0,0,0,0,0
XR_003954041.1,0,0,0,0,0,0
XR_003954044.1,0,0,0,0,0,0
XR_003954046.2,0,0,0,0,1,0
XR_003954047.2,1,0,1,0,0,0
XR_003954050.1,0,0,0,0,0,0
XR_003954051.2,0,1,1,0,0,0
XR_003954052.1,0,0,0,0,0,0
XR_003954053.2,0,0,0,0,0,0
XR_003954054.1,0,0,0,0,0,0
XR_003954055.2,0,0,0,0,0,0
XR_003954057.1,0,0,0,0.952,0,0
XR_003954058.1,0,0,0,0,0,0
XR_003954059.1,0,0,0,0,0,0
XR_003954062.2,0,0,0,0,0,0
XR_003954063.1,0,0,0,0,0,0
XR_003954064.1,0,0,0,0,0,0
XR_003954065.2,0,0,0,0,0,0
XR_003954066.1,0,0,0,0,0,0
XR_003954067.2,0,0,0,0,0,0
XR_003954074.2,0,0,0,0,0,0
XR_003954075.1,0,0,0,0,0,0
XR_003954076.2,0,4.249,0,1.629,2.122,3.203
XR_003954077.2,0,0,0,0,0,1.994
XR_003954078.2,1,0,1,0,0,0
XR_003954079.2,0,0,0,0,0,0
XR_003954080.1,0,0,0,0,0,0
XR_003954081.1,0,0,0,0,0,0
XR_003954083.2,0,0,0,0,0,0
XR_003954084.2,0,0,0,0,0,0
XR_003954085.2,0,0,0,0,0,0
XR_003954086.1,0,0,0,0,0,0
XR_003954087.1,12.961,0,10.27,0,0,0
XR_003954090.2,0,0,0,0,0,0
XR_003954091.2,0,0,0,0,0,0
XR_003954092.2,0,0,0,0,0,0
XR_003954093.2,0,0,0,0,0,0
XR_003954094.2,0,0,0,0,0,0
XR_003954095.2,0.998,0,0,0,0,0
XR_003954098.1,0,0,0,0,0,0
XR_003954099.2,0,0,0,0,0,0
XR_003954101.2,0,0,0,0,0,0
XR_003954103.2,0,0,0,0,0,0
XR_003954104.1,0,0,0,0,0,0
XR_003954105.2,0,0,0,0,0,0
XR_003954108.2,0,0,0,0,0,0
XR_003954110.1,0,0,0,0,0,0
XR_003954111.1,0,0,0,0,0,0
XR_003954112.1,0,0,0,0,0,0
XR_003954113.1,0,0,0,0,0,0
XR_003954114.1,2,3,2,3,1,2
XR_003954116.1,0,0,0,0,0,0
XR_003954118.1,0,0,0,0,0,0
XR_003954119.1,0,0,0,0,0,0
XR_003954120.1,4.819,1.084,3.15,2.126,4.709,2.896
XR_003954121.1,0,0,0,0,0,0
XR_003954122.2,6.25,0,4.563,3.652,4.821,0
XR_003954131.2,0,0,0,0,0,0
XR_003954137.1,0,0,0,0,0,0
XR_003954138.1,0,0,0,0,3,1
XR_003954143.1,0,0,0,0,0,0
XR_003954145.2,0,0,0,0,0,0
XR_003954146.1,0,0,0,0,0,0
XR_003954147.1,0,0,0,0,0,0
XR_003954148.1,0,0,0,0,0,0
XR_003954272.2,0,0,0,0,0,0
XR_003954273.2,0,0,0,0,0,0
XR_003954274.2,2.757,5.024,10.693,9.776,4.931,0
XR_003954275.2,0,0,0,0,0,0
XR_003954276.2,0,0,0,0,0,0
XR_003954282.2,0,0,0,0,0,0
XR_003954283.2,0,0,0,0,0,0
XR_003954284.2,0,0,0,0,0,0
XR_003954285.2,0,0,0,0,0,0
XR_003954286.1,0,0,0,0,0,0
XR_003954287.1,0,0,0,0,0,0
XR_003954288.2,0,0,0,0,0,0
XR_003954293.2,0,0,0,0,0,0
XR_003954294.2,0,0,0,0,0,0
XR_003954297.2,0,0,0,0,0,0
XR_003954298.2,0,0,0,0,0,0
XR_003954302.2,0,0,0,0,0,0
XR_003954303.1,0,0,0,0,0,0
XR_003954304.1,17.249,64.565,126.76,116.426,64.143,0
XR_003954307.1,0,0,77,56,0,0
XR_003954308.2,0,0,0,0,0,0
XR_003954310.1,0,2.899,0,10.628,8.585,3.22
XR_003954311.1,19.202,0,0,0,0,10.669
XR_003954312.1,0,0,0,0,0,0
XR_003954313.2,0,0,0,0,0,0
XR_003954316.1,0,0,0,0,0,0
XR_003954317.2,0,2.045,3.298,3.51,2.341,0
XR_003954318.2,0,0,0,0,0,0
XR_003954319.2,0,0,0,0,0,0
XR_003954321.2,0,0,0,0,0,0
XR_003954322.1,0,0,0,0,0,0
XR_003954323.1,0,0,0,0,0,0
XR_003954325.1,0,0,0,0,0,0
XR_003954326.2,0,0,0,0,0,0
XR_003954328.2,2.74,1.197,5.275,1.194,4.391,2.585
XR_003954331.2,0,0,0,0,0,0
XR_003954332.2,0,0,0,0,0,0
XR_003954333.2,0,0,0,0,0,0
XR_003954335.1,0,0,0,0,0,0
XR_003954341.2,0,0,0,0,0,0
XR_003954342.2,4.864,8.402,8.282,8.081,5.976,5.306
XR_003954343.2,0,0,0,0,0,0
XR_003954344.2,0,0,0,0,0,0
XR_003954345.2,0,0,0,0,0,0
XR_003954346.2,0,0,0,0,0,0
XR_003954347.1,0,0,0,0,0,0
XR_003954348.2,0,0,0,0,0,0
XR_003954349.2,10.095,12.795,7.983,10.87,12.171,6.19
XR_003954350.1,0,0,0,6.801,0,0
XR_003954355.1,0,0,0,0,0,0
XR_003954356.2,19.592,6.745,48.16,11.338,15.74,23.588
XR_003954357.2,0,0,0,0,0,0
XR_003954358.1,0,0,0,0,0,0
XR_003954359.2,0,0,0,0,0,0
XR_003954360.2,0,0,0,0,0,0
XR_003954361.1,0,0,0,0,0,0
XR_003954362.2,0,0,0,0,0,0
XR_003954363.1,0,0,0,0,0,0
XR_003954364.1,0,0,0,0,0,0
XR_003954365.2,0,0,0,0,0,0
XR_003954366.1,0,0,0,62.727,0,28.764
XR_003954367.1,0,0,75.405,0,24.009,0
XR_003954368.2,0,0,0,0,0,0
XR_003954369.1,0,3,2,2,3,9
XR_003954370.1,0,0,0,0,0,0
XR_003954372.2,0,0,0,0,0,0
XR_003954373.1,0,0,0,0,0,0
XR_003954374.2,0,0,0,0,0,0
XR_003954377.2,0,0,0,0,0,0
XR_003954378.2,240.027,265.896,218.566,247.729,245.306,201.553
XR_003954379.2,0,0,0,0,0,0
XR_003954381.2,0,0,0,0,0,0
XR_003954382.2,0,0,0,0,0,0
XR_003954383.2,0,0,0,0,0,0
XR_003954384.2,0,0,0,0,0,0
XR_003954385.2,0,0,0,0,0,0
XR_003954386.2,0,0,0,0,0,0
XR_003954387.2,0,0,0,0,0,0
XR_003954388.2,13,0,0,0,6.497,0
XR_003954391.2,0,0,0,0,0,0
XR_003954394.1,8.779,3,2.044,3.191,13.259,2
XR_003954395.2,0,0,0,0,0,0
XR_003954396.2,0,0,0,0,0,0
XR_003954399.2,0,0,0,0,0,0
XR_003954401.2,0,0,0,0,0,0
XR_003954404.2,0,22.446,0,0,0,0
XR_003954405.2,0,0,0,0,0,0
XR_003954406.2,2.701,2.702,6.805,2.696,15.323,0
XR_003954417.2,23.234,0,0,0,0,0
XR_003954418.2,0,0,0,0,0,0
XR_003954419.2,0,0,0,0,0,0
XR_003954420.2,0,0,0,0,0,0
XR_003954421.2,0,0,0,0,0,0
XR_003954422.2,0,0,0,0,0,0
XR_003954423.2,0,0,0,0,0,1.672
XR_003954424.2,0,0,0,0,0,0
XR_003954425.2,0,0,0,0,0,0
XR_003954426.2,0,0,0,0,0,0
XR_003954427.2,0,0,0,0,0,0
XR_003954428.1,0,0,1.037,0,0,0
XR_003954429.2,0,0,0,0,0,0
XR_003954431.2,0,0,0,0,0,0
XR_003954433.1,0,0,0,0,0,0
XR_003954435.1,0,0,0,0,0,0
XR_003954436.1,0,0,0,0,0,0
XR_003954437.2,0,0,0,0,0,0
XR_003954439.1,0,0,0,0,0,0
XR_003954440.2,0,0,0,0,0,0
XR_003954441.2,0,0,0,0,0,0
XR_003954442.1,0,0,0,0,0,0
XR_003954443.1,0,0,0,0,0,0
XR_003954444.2,0,0,0,0,0,0
XR_003954453.1,0,0,0,0,0,0
XR_003954454.1,0,0,0,0,0,0
XR_003954459.2,0,0,1.004,0,0,0
XR_003954460.1,0,0,0,0,0,0
XR_003954462.2,0,0,0,0,0,0
XR_003954463.2,0,0,0,0,0,0
XR_003954464.1,0,0,0,0,0,0
XR_003954465.2,0,0,0,0,0,0
XR_003954466.1,0,0,0,0,0,0
XR_003954469.2,0,0,0,0,0,1
XR_003954470.2,0,0,0,0,0,0
XR_003954471.1,0,0,0,0,0,0.999
XR_003954472.2,0,0,0,0,0,0
XR_003954473.1,0,0,0,0,0,0
XR_003954474.1,0,0,0,0,0,0
XR_003954477.2,0,0,0,1,0,0
XR_003954480.1,0,0,0,0,0,0
XR_003954481.1,0,0,0,0,0,0
XR_003954482.1,0,0,0,0,0,0
XR_003954483.1,5.045,3.998,4.646,4.068,3.955,1.228
XR_003954484.1,0,0,0,0,0,0
XR_003954485.1,0,0,0,0,0,0
XR_003954486.2,0,0,0,0,0,0
XR_003954487.1,0,0,0,0,0,0
XR_003954488.1,0,0,0,0,0,0
XR_003954489.1,0,0,0,0,0,0
XR_003954490.1,0,0,0,0,0,0
XR_003954491.1,0,0,0,0,0,0
XR_003954494.1,0,0,0,0,0,0
XR_003954495.1,0,0,0,0,0,0
XR_003954496.1,0,0,0,0,0,0
XR_003954497.1,0,0,0,0,0,0
XR_003954502.1,0,0,0,0,0,0
XR_003954504.1,5.179,5.767,1.012,0,2.235,0
XR_003954505.1,0,0,0,0,0,0
XR_003954506.1,0,0,0,1,1,0
XR_003954508.1,0,0,0,0,0,0
XR_003954509.2,0,0,0,0,0,0
XR_003954510.1,1.976,0,0,0,0,0
XR_003954511.2,0,0,0,0,0,0
XR_003954512.1,0,0,0,0,0,0
XR_003954513.1,0,0,0,0,0,0
XR_003954514.1,5.39,2.333,1.997,4.557,6.463,10.634
XR_003954515.1,0,0,0,0,0,0
XR_003954516.1,0,0,0,0,0,0
XR_003954517.1,0,0,0,0,0,0
XR_003954518.1,0,0,0,0,0,0
XR_003954519.1,0,0,0,0,0,0
XR_003954520.1,0,0,0,0,0,0
XR_003954522.2,0,0,0,0,0,0
XR_003954523.2,1,0,2.535,2,2.956,1
XR_003954524.2,0,0,0,0,0,0
XR_003954525.2,0,0,0,0,0,0
XR_003954526.2,0,0,0,0,0,0
XR_003954527.2,0,0,0,0,0,0
XR_003954530.1,0,0,0,0,0,0
XR_003954534.1,0,0,0,0,0,0
XR_003954535.1,0,0,0,0,0,0
XR_003954536.1,0,1,1.057,1.198,0,0
XR_003954537.1,0,0,0,0,0,0
XR_003954538.1,0,0,0,0,0,0
XR_003954539.1,0,0,0,0,0,0
XR_003954540.2,0,0,0,0,0,0
XR_003954541.2,0,0,0,0,0,0
XR_003954543.1,0,0,0,0,0,0
XR_003954544.1,0,0,0,0,0,0
XR_003954545.2,0,0,0,0,0,0
XR_003954546.1,5.096,6.647,10.607,11.977,12.878,10.787
XR_003954547.1,0,0,0,0,0,0
XR_003954548.2,0,0,0,0,0,0
XR_003954549.1,0,0,0,0,0,0
XR_003954550.2,0,0,0,0,0,0
XR_003954551.1,0,0,0,1,0,0
XR_003954552.1,0,0,0,0,0,0
XR_003954553.1,0,0,0,0,0,0
XR_003954554.1,0,0,0,0,0,0
XR_003954555.2,5,4.703,13,12,8,0
XR_003954556.2,0,2.297,0,0,0,1
XR_003954558.1,0,0,0,0,0,0
XR_003954563.1,0,0,0,0,0,0
XR_003954565.2,294.521,289.718,380.976,359.615,250.586,228.049
XR_003954568.2,0,0,0,0,0,0
XR_003954569.2,0,0,0,0,0,0
XR_003954570.2,0,0,0,0,0,0
XR_003954571.2,0,0,1,0,0,0
XR_003954572.1,0,0,0,0,0,0
XR_003954573.1,28.371,33.931,36.806,34.851,31.471,30.216
XR_003954574.2,1,5,11,7,4,3
XR_003954575.1,0,0,0,0,0,0
XR_003954576.2,0,0,0,0,0,0
XR_003954579.1,0,0,0,0,0,0
XR_003954580.1,0,0,0,0,0,0
XR_003954581.1,0,0,0,0,0,0
XR_003954582.1,0,0,0,0,0,0
XR_003954583.2,0,0,0,0,0,0
XR_003954584.1,0,0,0,0,0,0
XR_003954585.1,0,0,0,0,0,0
XR_003954586.1,1,0,0,0,0,0
XR_003954587.2,0,0,0,0,0,0
XR_003954589.2,0,0,0,0,0,0
XR_003954590.2,0,0,0,0,0,0
XR_003954591.2,0,0,0,0,0,0
XR_003954592.2,0,0,0,0,0,0
XR_003954594.1,0,0,0,0,0,0
XR_003954596.1,1,0,3.656,0,1.024,2.466
XR_003954597.1,0,0,0,0,0,0
XR_003954598.1,0,0,0,0,0,0
XR_003954600.2,0,0,0,0,0,0
XR_003954601.2,0,0,0,0,0,0
XR_003954603.2,0,0,0,0,0,0
XR_003954604.2,0,0,0,0,0,0
XR_003954609.1,0,0,0,0,0,0
XR_003954658.2,0,0,0,0,0,0
XR_003954659.2,0,0,0,0,0,2
XR_003954660.2,2,3,4.994,1,0,0
XR_003954661.2,1,0,0,0,0,0
XR_003954662.2,7,8,6,4,5,7
XR_003954663.1,34.811,31.915,35.749,33.414,25.62,30.486
XR_003954670.2,13.559,20.879,23.023,24.556,21.793,21.374
XR_003954672.2,0,0,0,1,0,0
XR_003954673.1,50.3,54.258,17.664,52.18,41.878,28.485
XR_003954676.2,26.108,20.891,16.138,20.316,9.178,11.258
XR_003954677.1,0,0,0,0,0,0
XR_003954678.1,0,0,0,0,0,0
XR_003954679.2,0,0,0,0,0,0
XR_003954680.2,0,0,0,0,0,0
XR_003954683.2,0,0,0,0,0.858,0
XR_003954688.2,0,0,0,2.514,1.657,1
XR_003954691.1,0,0,0,0,0,0
XR_003954692.1,0,0,0,0,0,0
XR_003954693.1,0,0,1,0,1,0
XR_003954694.1,0,0,0,0,0,0
XR_003954695.2,0,0,0,0,0,0
XR_003954696.1,0,0,0,0,0,0
XR_003954697.1,0,0,0,0,0,0
XR_003954698.2,0,0.748,0,1,0,0
XR_003954699.1,0,0,0,0,0,0
XR_003954700.1,0,0,0,0,0,0
XR_003954701.2,0,0,0,0,0,0
XR_003954702.1,0,0,0,0,0,0
XR_003954703.1,0,0,0,0,0,0
XR_003954704.1,0,0,0,0,0,0
XR_003954855.1,0,0,0,0,0,0
XR_003954856.1,0,0,1.145,0,1.198,1.147
XR_003954857.2,0,0,0,0,0,0
XR_003954858.2,0,0,0,0,0,0
XR_003954859.1,23,0,0,0,0,0
XR_003954862.2,0,0,0,0,0,0
XR_003954863.2,0,0,0,0,0,0
XR_003954864.2,0,0,0,0,0,0
XR_003954865.2,0,0,0,0,0,0
XR_003954866.2,0,0,0,0,0,0
XR_003954867.2,0,0,0,0,0,0
XR_003954868.2,0,0,0,0,0,0
XR_003954869.2,1.09,2.221,0,1.108,1.089,2.299
XR_003954870.2,0,0,0,0,0,0
XR_003954874.2,0,0,0,0,0,0
XR_003954875.2,0,0,0,0,0,0
XR_003954876.2,0,0,0,0,0,0
XR_003954880.2,0,0,0,0,0,0
XR_003954883.2,0,0,0,0,0,0
XR_003954884.2,0,0,0,0,0,0
XR_003954886.2,0,0,0,0,0,0
XR_003954887.2,0,0,0,0,1.375,1.798
XR_003954888.2,7.336,1.728,1.725,1.523,0,0
XR_003954892.2,0,0,0,0,0,0
XR_003954894.2,0,0,0,0,0,0
XR_003954895.2,0,0,0,0,0,0
XR_003954898.1,1,0,0,2,1,0
XR_003954899.1,0,0,0,0,0,0
XR_003954900.1,0,0,0,0,0,0
XR_003954901.2,52.249,69,44.03,19.794,49.167,28.936
XR_003954902.2,0,0,0,0,0,0
XR_003954903.2,0,0,0,0,0,0
XR_003954904.2,0,0,0,0,0,0
XR_003954905.1,0,0,0,0,0,0
XR_003954907.1,0,2.606,2.372,0,0,5.523
XR_003954908.2,0,0,0,0,0,0
XR_003954911.1,0,0,0,0,0,0
XR_003954912.2,0,0,0,0,0,0
XR_003954914.2,0,0,0,0,0,0
XR_003954918.2,0,0,0,0,0,0
XR_003954922.2,0,0,0,0,0,0
XR_003954923.2,0,0,1,0,0,0
XR_003954925.2,24.687,32.084,31.548,21.614,31.44,13.806
XR_003954926.1,0,0,0,0,0,0
XR_003954927.1,0,12.322,0,0,0,0
XR_003954928.1,0,0,0,0,0,0
XR_003954929.2,0,0,0,0,0,0
XR_003954930.1,0,0,0,0,0,0
XR_003954931.1,0,0,0,0,1.025,0
XR_003954933.2,0,0,0,0,0,0
XR_003954934.2,0,0,0,0,0,0
XR_003954935.2,0,0,0,0,0,0
XR_003954936.2,0,0,0,0,0,0
XR_003954937.2,0,0,0,0,0,0
XR_003954938.1,79,114,80,76.811,66,42
XR_003954940.2,229.158,248.241,158.336,305.346,213.595,134.554
XR_003954943.2,0,0,0,0,0,0
XR_003954945.2,0,0,0,0,0,0
XR_003954946.1,0,0,0,0,0,0
XR_003954947.2,0,0,0,0,0,0
XR_003954949.2,0,0,0,0,0,0
XR_003954950.2,0,0,0,0,0,0
XR_003954951.2,0,0,0,0,0,0
XR_003954952.2,0,0,0,0,0,0
XR_003954953.2,0,0,0,0,0,0
XR_003954955.2,0,0,0,0,0,0
XR_003954956.2,0,0,0,0,0,0
XR_003954957.2,0,0,0,0,0,0
XR_003954960.2,0,0,0,0,0,0
XR_003954962.2,0,0,0,0,0,0
XR_003954965.2,0,0,0,1.183,0,0
XR_003954967.2,0,0,0,0,0,0
XR_003954969.2,0,0,0,0,0,0
XR_003954970.2,106.667,116.505,114.904,116.91,80.315,73.65
XR_003954971.2,0,0,0,0,0,0
XR_003954972.2,0,0,0,0,0,0
XR_003954973.1,0,0,0,0,0,0
XR_003954975.2,0,0,0,0,0,0
XR_003954977.1,0,0,0,0,0,0
XR_003954978.2,0,0,0,0,0,0
XR_003954979.2,0,0,0,0,0,0
XR_003954980.2,0,0,0,0,0,0
XR_003954981.2,0,0,0,0,0,0
XR_003954983.1,0,0,0,1.093,1.063,0
XR_003954985.2,0,0,0,0,0,0
XR_003954986.1,0,0,0,0,0,0
XR_003954987.1,0,0,0,0,0,0
XR_003954988.2,0,0,0,0,0,0
XR_003954989.1,0,0,0,0,0,0
XR_003954992.2,0,0,0,0,0,0
XR_003954993.2,0,0,0,0,0,0
XR_003954996.2,0,0,0,0,0,0
XR_003954998.1,0,0,0,0,0,0
XR_003954999.2,0,0,0,0,0,0
XR_003955000.2,0,0,0,0,0,0
XR_003955001.2,0,0,0,0,0,0
XR_003955002.2,0,0,0,0,0,0
XR_003955003.2,0,0,0,0,0,0
XR_003955004.2,0,0,0,0,0,0
XR_003955005.2,0,0,0,0,0,0
XR_003955008.1,0,0,0,0,0,0
XR_003955009.1,0,0,0,0,0,0
XR_003955010.1,0,0,0,0,0,0
XR_003955011.2,0,0,0,0,0,0
XR_003955012.2,0,0,0,0,0,0
XR_003955013.2,11.939,15.225,1.301,10.55,5.851,5.96
XR_003955014.2,0,0,0,0,0,0
XR_003955016.2,52,54,31,43.692,48.71,24
XR_003955017.2,0,0,0,0,0,0
XR_003955018.2,0,0,0,0,0,0
XR_003955020.2,0,0,0,0,0,0
XR_003955021.2,0,0,0,0,0,0
XR_003955027.1,0,0,0,0,0,0
XR_003955029.2,0,3.266,0,2.091,0,2.019
XR_003955031.2,0,0,0,0,0,0
XR_003955032.2,0,1.658,0,0,0.93,0
XR_003955034.2,0,0,0,13,0,0
XR_003955035.2,0,0,0,0,0,0
XR_003955037.2,0,0,0,0,0,0
XR_003955038.2,0,0,0,0,0,0
XR_003955039.1,0,0,0,0,0,0
XR_003955040.2,0,0,0,0,0,0
XR_003955041.2,0,0,0,0,0,0
XR_003955042.2,0,0,0,0,0,0
XR_003955043.2,0,0,0,0,0,0
XR_003955044.2,0,0,0,0,0,0
XR_003955045.2,0,0,0,0,0,0
XR_003955046.2,0,0,0,0,0,0
XR_003955047.2,0,0,0,0,0,0
XR_003955048.2,0,0,0,0,0,0
XR_003955049.2,0,0,0,0,0,0
XR_003955050.2,0,0,0,0,0,0
XR_003955051.2,0,0,0,0,0,0
XR_003955052.2,0,0,0,0,0,0
XR_003955080.1,0,0,1,0,0,0
XR_003955081.2,0,0,0,0,0,0
XR_003955083.2,0,0,0,0,0,0
XR_003955084.1,5.836,2.822,0,0,4.977,1.19
XR_003955085.1,0,0,0,0,0,0
XR_003955086.1,0,0,0,0,0,0
XR_003955087.1,0,0,0,0,0,0
XR_003955091.2,0,0,0,0,0,0
XR_003955092.1,0,0,0,0,0,0
XR_003955093.2,0,0,1.837,0,0,0
XR_003955094.2,0,0,0,0,0,0
XR_003955096.1,0,0,0,0,0,0
XR_003955097.1,0,0,0,0,0,0
XR_003955098.1,0,0,0,0,0,0
XR_003955100.2,0,0,0,0,0,0
XR_003955101.2,0,0,0,0,0,0
XR_003955102.2,0,0,0,0,0,0
XR_003955105.2,0,0,0,0,0,0
XR_003955112.1,0,0,0,0,0,0
XR_003955113.2,0,0,0,0,0,0
XR_003955114.2,0,0,0,0,0,0
XR_003955116.1,2,0,0,1,1,3
XR_003955118.1,0,0,0,0,0,0
XR_003955119.1,0,0,0,0,0,0
XR_003955123.1,0,0,0,0,0,0
XR_003955124.1,0,0,0,0,0,0
XR_003955125.1,0,0,0,0,0,0
XR_003955126.1,0,0,0,0,0,0
XR_003955127.1,0,0,0,0,0,0
XR_003955128.1,0,0,0,0,0,0
XR_003955129.1,0,1.276,3.719,2,2.478,1.007
XR_003955130.1,5.012,4.01,6.013,1.009,3.96,4.004
XR_003955131.1,0,0,0,0,0,0
XR_003955132.1,0,0,0,0,0,0
XR_003955133.1,0,0,0,0,0,0
XR_003955134.1,3.416,5,3.804,6.726,0,4.008
XR_003955135.1,2,0,0,0,0,0
XR_003955136.1,0,0,0,0,0,0
XR_003955137.2,0,0,0,0,0,0
XR_003955138.2,0,0,0,0,0,0
XR_003955139.1,0,0,0,0,0,0
XR_003955141.1,0,0,0,0,0,0
XR_003955142.1,0,0,0,0,0,0
XR_003955143.1,0,0,0,0,0,0
XR_003955144.2,0,0,0,0,0,0
XR_003955145.1,0,0,0,0,0,0
XR_003955146.1,0,0,0,0,0,0
XR_003955147.1,0,0,0,0,0,0
XR_003955148.1,0,0,0,0,0,0
XR_003955149.1,0,0,0,0,0,0
XR_003955153.1,0,0,0,0,0,0
XR_003955154.1,0,0,0,0,0,0
XR_003955155.1,0,0,0,0,0,0
XR_003955156.1,0,0,0,0,0,0
XR_003955157.1,0,0,0,0,0,0
XR_003955158.1,0,0,0,0,0,0
XR_003955161.1,0,0,0,0,0,0
XR_003955162.2,0,0,0,0,0,0
XR_003955163.1,0,0,0,0,0,0
XR_003955164.2,0,0,0,0,0,0
XR_003955165.1,0,2.365,3.106,2.196,1.122,0
XR_003955166.1,0,0,0,0,0,0
XR_003955167.2,0,0,0,0,0,0
XR_003955168.2,0,0,0,0,0,0
XR_003955169.2,0,0,0,0,0,0
XR_003955170.2,0,0,0,0,0,0
XR_003955171.2,4.717,0,7.25,14.232,5.714,4.724
XR_003955172.2,0,0,0,0,0,0
XR_003955173.1,0,0,0,0,0,0
XR_003955174.2,0,0,0,0,0,0
XR_003955175.1,0,0,0,0,0,0
XR_003955176.1,0,0,0,0,0,0
XR_003955177.1,0,0,0,0,0,0
XR_003955181.2,0,0,0,0,0,0
XR_003955187.2,7.332,4.99,6.633,3.61,3.289,4.302
XR_003955191.2,0,0,0,0,0,0
XR_003955192.1,0,0,0,0,0,0
XR_003955193.2,7.376,14.718,11.304,14.895,11.514,5.969
XR_003955202.2,0,0,0,0,0,0
XR_003955203.2,3.094,2.443,5.209,6.147,1.003,2.012
XR_003955204.2,0,3,4.008,1,2.003,0
XR_003955205.2,2.003,0,0,0,0,0
XR_003955206.2,0,0,0,0,0,0
XR_003955207.2,0,0,0,0,0,0
XR_003955208.2,0,0,0,0,0,0
XR_003955211.2,0,0,0,0,0,0
XR_003955212.1,0,0,0,0,0,0
XR_003955213.1,0,0,0,0,0,0
XR_003955228.2,0,0,0,0,0,0
XR_003955230.1,0,0,0,0,0,0
XR_003955246.2,0,0,0,0,0,0
XR_003955247.2,0,0,0,0,0,0
XR_003955248.2,0,0,0,0,0,0
XR_003955249.2,0,0,0,0,0,0
XR_003955250.2,0,0,0,0,0,0
XR_003955251.2,0,0,0,0,0,0
XR_003955252.2,3,1,6,3,4,2
XR_003955253.2,0,0,0,0,0,0
XR_003955254.2,0,0,0,0,0,0
XR_003955255.1,16.785,12.985,9.405,19.423,18.127,10.506
XR_003955256.2,0,0,0,0,0,0
XR_003955257.1,1.001,1.046,1.073,1.107,2.048,3.005
XR_003955258.2,0,0,0,0,0,0
XR_003955264.2,0,0,0,0,0,0
XR_003955266.1,0,0,0,0,0,0
XR_003955269.2,0,1,3,0,0,4
XR_003955275.1,0,0,0,16.133,7.15,0
XR_003955276.1,0,0,0,0,0,0
XR_003955277.1,0,0,0,0,0,0
XR_003955278.2,0,0,0,0,0,0
XR_003955280.2,0,0,0,0,0,1
XR_003955285.2,0,0,0,0,0,0
XR_003955286.1,0,0,0,0,0,0
XR_003955288.1,0,0,0,0,0,0
XR_003955290.1,0,0,0,0,0,0
XR_003955291.1,0,0,0,0,0,0
XR_003955292.2,0,0,0,0,0,0
XR_003955293.2,0,0,0,0,0,0
XR_003955294.2,0,0,0,0,0,0
XR_003955295.2,0,0,0,0,0,0
XR_003955296.1,0,0,0,0,0,0
XR_003955297.2,0,0,0,0,0,0
XR_003955298.2,12.146,7.948,4.521,9.08,5.989,5.635
XR_003955300.2,0,0,0,0,0,0
XR_003955301.1,0,0,0,0,0,0
XR_003955302.1,0,0,0,0,0,0
XR_003955303.1,0,0,0,0,0,0
XR_003955304.1,0,0,0,0,0,0
XR_003955312.1,21.112,17.566,17.576,17.483,12.086,8.278
XR_003955313.2,0,0,0,0,0,0
XR_003955314.2,0,0,0,0,0,0
XR_003955315.2,1.762,1.012,0,0,0,0
XR_003955316.1,0,0,0,0,0,0
XR_003955317.2,0,0,0,0,0,0
XR_003955318.2,0,0,0,0,0,0
XR_003955319.1,0,0,0,0,0,0
XR_003955321.2,0,0,0,0,0,0
XR_003955322.2,0,0,0,0,0,0
XR_003955323.1,0,0,0,2,1,0
XR_003955326.1,0,0,0,0,0,0
XR_003955328.1,0,0,0,0,0,0
XR_003955329.1,0,0,0,0,0,0
XR_003955330.1,0,0,0,0,0,0
XR_003955331.1,0,0,0,0,0,0
XR_003955332.1,0,0,0,0,0,0
XR_003955333.1,0,0,0,0,0,0
XR_003955335.1,0,0,0,0,0,1.01
XR_003955336.1,0,0,0,0.997,0,0
XR_003955337.1,0,0,0,0,0,0
XR_003955338.2,0,0,0,0,0,0
XR_003955339.1,0,0,0,0,0,0
XR_003955340.1,0,0,0,0,0,0
XR_003955341.1,0,0,0,0,0,0
XR_003955342.2,0,1.476,0,0,0,0
XR_003955343.1,0,0,0,0,0,0
XR_003955344.1,0,0,0,0,0,0
XR_003955345.2,0,0,0,0,0,0
XR_003955346.1,0,0,0,0,0,0
XR_003955347.1,0,0,0,0,0,0
XR_003955348.1,0,0,0,0,0,0
XR_003955349.2,0,0,0,0,0,0
XR_003955350.1,0,0,0,0,0,0
XR_003955351.1,0,0,0,0,0,0
XR_003955352.2,0,0,0,0,0,0
XR_003955353.2,0,0,0,0,0,0
